WGS84_latitude,WGS84_longitude,Database_number,temperature_in_c,rock_type,pH_gauss,redox_potential_in_mV_gauss,total_dissolved_solids_in_mmol/L_log_gauss,O2_in_mmol/L_log_gauss,Na_in_mmol/L_log_gauss,Mg_in_mmol/L_log_gauss,Ca_in_mmol/L_log_gauss,Cl_in_mmol/L_log_gauss,SO4_in_mmol/L_log_gauss,HCO3_in_mmol/L_log_gauss,Li_in_mmol/L_log_gauss,K_in_mmol/L_log_gauss,Sr_in_umol/L_log_gauss,NH4_in_umol/L_log_gauss,Fe_in_mmol/L_log_gauss,Mn_in_mmol/L_log_gauss,F_in_umol/L_log_gauss,NO3_in_mmol/L_log_gauss,H2SiO3_in_umol/L_log_gauss,HS_in_mmol/L_gauss
46.45469,8.94303,5,24.9,Sand and Gravel,-0.5525368703489748,,-0.39849190538152285,,-1.4064463994106111,0.4821476229098557,0.6636637485179104,-1.6113332511692398,1.324957688892978,0.332198990629561,,-0.2860758712998747,,,,,0.3039620001440343,,,
46.45469,8.94303,5,24.5,Sand and Gravel,-0.8091681743595582,,-0.3973788628762841,,-1.4093434854231224,0.4884609947785245,0.6774468714112105,-1.689670076503778,1.3041214037998634,0.3494830060346985,,-0.307111166190688,,,,,,,,
46.45469,8.94303,5,24.2,Sand and Gravel,-0.8091681743595582,,-0.36531803085418896,,-1.4064463994106111,0.492279412441359,0.7295057110255743,-1.9590600810351808,1.3716572255726536,0.3548222977134122,,-0.300472082862693,,,,,,,,
46.6129,9.44491,5,18.0,Gypsum,-0.17782697898639005,,-0.5066806730492244,,-1.5799683530411253,0.29529600540403106,0.6611618742897374,-1.8128793380616213,1.3912020553624096,-0.8144007390200402,,-1.2668604147849325,,,,,-1.0103819916421055,,,
46.9693,9.48696,5,36.5,Limestone,0.2574948417331492,,-1.2410242789168022,,-1.2232872497167733,-0.3816746537655627,-0.3207775814911579,-0.8845926423808339,-0.7380888474045281,-0.5408824784439604,-0.744694447710125,-1.2668604147849325,,,,,0.006272884668573728,,,
46.61848,9.65865,5,17.0,Gypsum,,,-0.6835446056320365,,-2.1785504349145017,0.370901751289097,0.46153893791737965,-1.7619480328408437,1.1100900107932707,-0.9146786412719053,,-1.0357896218544878,,,,,,,,
46.08115,7.098660000000002,5,21.1,Basalt,1.5799683530411253,,-1.565876561463503,,-1.1897572196390833,-1.2286069212987556,-0.580523622286316,-1.0932722699878596,-0.214919822566405,-1.2049354338870706,-0.9319713123431904,-1.4146976723207718,,,,,0.7055299818373919,,,
46.30173,7.92536,5,16.1,Andesite,0.4612146045705889,,-1.0743672138630689,,-1.2370295273777523,-0.3150117233426268,0.08415533089046491,-1.2754724348906747,0.5113490820789598,-0.6879385303621102,-0.908974922317965,-0.6991080877832274,,,,,-1.002056477837372,,,
46.30225,7.92939,5,22.5,Andesite,-0.6394618524871729,,-1.0164217275753946,,-0.9734487290930867,-0.6014391227954631,0.008258835434975331,-0.9491507709338335,0.5520531309780805,-0.9054612664962761,-0.7071400016217955,-0.5583922312531167,,,,,-0.7364424784433312,,,
46.18651,7.41623,5,28.0,Rhyolite,-0.10818587633422241,,-0.11360472841495996,,-0.37987200749396066,0.5479923773994212,0.6676185399979423,-0.29657397935535107,1.532402936043327,-0.4752137400618248,-0.5554621702769806,-0.15008827201846958,,,,,0.2536062084064879,,,
46.18736,7.41597,5,24.9,Rhyolite,-0.7276700703156606,,-0.14528635792998537,,-0.43301347535764284,0.5293010943086739,0.6684220061207516,-0.32888322277785625,1.5103617642429206,-0.47802468927861064,-0.607463220944139,-0.21274863705905492,,,,,0.1650954314192633,,,
46.5627,8.36098,5,18.6,Andesite,,,-1.7963039914842072,,-1.0527529636695416,-1.540423893635094,-1.6875646742837818,-1.3278201671166279,-0.2374106348059497,-1.6772393291479637,-1.061884134877072,-0.9896968352818815,,,,,0.7347981032164006,,,
