location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number,Database_name
Jefferson,Heise Hot Springs,43.64283,-111.68768,,,,48.2,,6.32,,173.5399527182125,,66.9863190012914,3.8587121991359803,12.17625630021458,63.94922425952045,7.412034145325838,13.258643521128606,0.35706051873198846,5.268771276500512,62.38301757589591,,,,210.54847878724075,,,,2,
Clark,Lidy Hot Springs 1,44.14558,-112.55494,,,,56.1,,7.17,,7.010960868355606,,1.087440243527458,0.6409380785846533,1.6517790308897649,0.20592383638928066,1.061836352279825,1.770004326677243,0.00648414985590778,0.3376105866495474,6.813512896598949,,,,242.13075060532685,,,,2,
Clark,Lidy Hot Springs 2,44.14166,-112.5524,,,,52.3,,7.21,,7.509475240300623,,1.2179330727507527,0.6722896523349106,1.6018763411347872,0.19464033850493653,1.0201957110139497,2.1961164793958385,0.006772334293948127,0.34528355452794623,6.973293768545994,,,,247.39446257500788,,,,2,
Madison,Green Canyon Hot Springs,43.79211,-111.44009,,,,44.0,,7.2,,10.543483210370406,,0.21748804870549157,1.3886854556675583,3.597983931333898,0.02538787023977433,3.2687903393712263,1.8355600424801037,0.0021613832853025934,0.11509451817598207,13.375941565852544,,,,78.95567954521528,,,,2,
Fremont,Sturm Well,44.09325,-111.43534,1216.7616,,,31.4,,8.73,,2.6965288086143,,1.4354211214562445,0.0019749022834807655,0.07984430360796446,0.0930888575458392,0.060378929835519464,0.8850021633386215,0.007204610951008645,0.023018903635196413,0.05706459712394431,,,,110.5379513633014,,,,2,
Blaine,Condie Hot Springs,43.33278,-113.9179,,,,50.5,,7.03,,10.343458469578833,,2.6968518039480953,0.47212507714462043,1.5245271720145714,0.3949224259520451,0.3435352904434728,4.228343669284524,0.012824207492795388,0.5754725908799103,10.636840903903218,,,,84.21939151489632,,,,2,
Butte,Greenhouse Well,43.60234,-113.24214,272.1864,,,36.3,,7.09,,9.912504531449732,,1.4789187311973426,1.141699238839745,1.941214631468636,0.620592383638928,0.6037892983551947,3.8350093744673597,0.005763688760806916,0.24041966018982922,8.251540744122345,,,,36.845983787767125,,,,2,
Twin Falls,Eckart Office Well,42.6994,-114.9104,243.84,,,24.7,,9.47,,9.165719745387246,,4.91522990074411,0.03052869779880683,0.14222266580168672,1.2976022566995769,0.9473245887986674,1.081669310747204,0.001296829971181556,0.10742155029758327,0.25108422734535496,,,,642.1728603010843,,,,2,
Twin Falls,Campbell 1,42.64497,-114.78706,327.66,,,34.5,,7.98,,6.554567651236625,,2.522861364983702,0.12351368031269286,0.586356604620989,0.6488011283497884,0.41640641265875494,1.933893616184395,0.008213256484149856,0.19693950887890266,1.7804154302670623,,,,115.80166333298241,,,,2,
Twin Falls,Campbell 2,42.64432,-114.78294,320.04,,,34.4,,7.96,,6.192879193528326,,2.4358661455015054,0.14276897757663035,0.6662009082289535,0.5641748942172072,0.33312513012700395,1.704448610874382,0.008069164265129682,0.20461247675730146,2.020086738187628,,,,131.59279924202548,,,,2,
Twin Falls,Miracle Hot Springs,42.69457,-114.85592,,,,58.4,,9.53,,9.32422789155231,,5.567694046860584,8.228759514503188e-05,0.019961075901991115,0.9026798307475317,0.3539454507599417,1.2455586002543562,0.006628242074927953,0.048595463229859095,0.011412919424788861,,,,1179.071481208548,,,,2,
Twin Falls,Driscoll Well,42.54479,-114.94855,445.008,,,37.5,,8.59,,11.695741938916873,,6.481143851423648,0.01468833573338819,0.2794550626278756,1.4950634696755993,1.957110139496148,1.2783364581557866,0.027089337175792507,0.035807183432527756,0.7190139237616983,,,,126.32908727234445,,,,2,
Twin Falls,Driscoll Spring,42.54348,-114.94897,,,,36.2,,8.65,,11.687619150273152,,6.394148631941452,0.03238016868957005,0.2769599281401267,1.5232722143864597,1.9466999791796793,1.311114316057217,0.02737752161383285,0.048595463229859095,0.741839762611276,,,,126.32908727234445,,,,2,
Twin Falls,CSI Well 2,42.58318,-114.47496,451.104,,,38.1,,8.79,,7.771169094145381,,4.13227292540434,0.007940752931495577,0.11228105194870003,0.7334273624823695,0.489277534874037,1.704448610874382,0.0015850144092219018,0.08440264666238685,0.21684546907098834,,,,505.3163490893778,,,,2,
Bonneville,Comore Loma 6,43.44244,-111.90484,,,,20.9,,6.7,,13.423371866427289,,4.204596401120864,0.6272371939930055,1.2675208343729727,3.5575091678420305,0.3350999375390381,2.9827850690301685,0.016781335028818442,0.40843463782312783,3.547304415658526,,,,19.859985261606486,,,,2,
Bonneville,Comore Loma 5,43.43774,-111.93018,,,,27.7,,6.94,,13.433164818443766,,3.9037973804782466,0.7627936638551739,1.296561704675882,3.3938279266572633,0.26647720174890693,3.3761193638473337,0.013385278413544668,0.40336280605550623,2.774854328920338,,,,14.064638382987683,,,,2,
Bonneville,Blackhawk 2,43.43142,-111.94501,,,,26.8,,6.64,,18.534514188577752,,5.412294486299537,0.9091256943015841,1.931922750636259,5.780761636107193,0.3849531542785759,3.638342227058777,0.01833194364553314,0.4422468496072719,4.618402743665829,,,,11.917043899357827,,,,2,
Bonneville,Blackhawk 1,43.43121,-111.94469,,,,25.1,,6.77,,18.083029417858555,,5.316852031005618,0.8654926969759308,1.879946604121962,5.543627644569816,0.40669477409952115,3.6055643691573467,0.018376006930835735,0.428138819334856,4.903478716046565,,,,13.432992946625959,,,,2,
Jefferson,Heise Hot Springs,43.64283,-111.68768,,,,48.6,,6.31,,14.75003605564369,,,,,,,14.75003605564369,,,,,,,,,,,2,
Cassia,Raft River Geothermal 1,42.10207,-113.38434,,,,59.7,,7.05,,35.8382592345219,,24.694345558670033,,1.4943135885024201,7.565472496473907,0.24508640433062667,0.45889001062002593,0.22666521714697405,1.0203589414373515,17.430628246975576,,,,115.69638909358879,,,,2,
Cassia,Raft River Geothermal 2,42.11042,-113.37519,,,,47.9,,6.92,,31.627409823836462,,18.191696401995166,,1.3096686461400269,9.971636107193229,0.26473037684780343,0.5113345832623146,0.15119495518731987,0.9690446899225796,13.973102134215932,,,,244.13096115380563,,,,2,
Cassia,Raft River Geothermal 7,42.08359,-113.35865,,,,48.0,,6.3,,126.71230792687628,,54.728295225584915,0.004230455790989508,4.97063725734817,61.977856135401964,,0.44250108166931074,0.37059358328530256,3.843724663220651,56.278136007760786,,,,318.1913885672176,,,,2,
Cassia,Raft River Geothermal  4,42.09787,-113.38541,,,,48.3,,7.07,,50.21290334692509,,23.599558268723797,,1.4917361145765755,22.295176304654444,0.6175671455340412,0.5965570138060337,0.22686006916426513,0.9929076200243999,16.127503777676328,,,,376.4133066638593,,,,2,
Power,Indian Hot Springs,42.72589,-112.87381,,,,32.7,,7.23,,17.954396415615,,5.482060028528343,0.802964966056367,2.0171715155446877,6.100719322990126,0.20624921923797626,2.989340640610455,0.011812487740634006,0.29350892494047054,24.140212166172105,,,,26.429097799768396,,,,2,
Cassia,Grush Dairy,42.23667,-113.36971,,,,54.7,,9.21,,13.595427560032604,,7.133889962095748,0.0036125193486936844,0.022346424472279053,1.9454414668547249,0.2500645429939621,3.802231516565929,0.021464800662824204,0.06361657667980448,0.1805314934946359,,,,352.5792188651437,,,,2,
Cassia,Raft River USGS Well,42.107989,-113.39206,,,,44.7,,8.12,,59.45380732686404,,27.03231046819131,0.005886654774737709,1.764596536753331,27.544640338504934,0.5878825733916302,1.2783364581557866,0.21548556757925072,0.6354879879687864,18.39960668797078,,,,370.78113485630064,,,,2,
Cassia,Raft River Frasier Well,42.10776,-113.39186,,,,40.9,,7.72,,54.38896588154593,,26.023181189858846,0.008767848450936021,1.6771395778232443,24.198843441466853,0.5665282115344575,0.8030575185850454,0.20919749769452448,0.578268108843607,17.608132093129424,,,,306.3743551952837,,,,2,
Cassia,Raft River Crook Well,42.09656,-113.378,,,,26.0,,8.27,,105.18860709663035,,51.62804097770621,0.012845941349516561,3.934906931483607,47.381946403385044,0.588245887986675,0.0,0.3697741641210374,0.917692073568416,35.573708502624974,,,,319.5810085272133,,,,2,
Blaine,Milford Sweat,43.36414,-113.78943,,,,38.1,,7.25,,8.497765210273585,,1.8683149417464788,0.562989388603168,1.6590548430560408,0.18632440056417487,0.519719966687487,3.3761193638473337,0.006447758763688761,0.21624469606095406,5.129069809404246,,,,97.42078113485628,,,,2,
Blaine,Magic Hot Springs Landing Runoff,43.42818,-114.39941,,,,39.1,,8.61,,28.454961605475987,,14.485358195639114,0.05323001649866283,0.32851439692599427,2.230355430183357,0.5512044555486154,9.538356649316253,0.16877231613832855,0.5353455265318441,7.371307818991098,,,,556.453310874829,,,,2,
Camas,Elk Creek 1,43.42341,-114.62857,,,,50.0,,9.12,,7.226190035174804,,3.922555200532898,,0.05809671141274514,0.6536897038081805,0.44317509889652296,1.2783364581557866,0.030348825576368876,0.04251847267016724,1.2489093163661265,,,,796.220654805769,,,,2,
Camas,Elk Creek 2,43.42322,-114.62865,,,,55.5,,9.05,,7.237561726344408,,3.968495482055518,,0.05652976695443884,0.6528236953455571,0.44344264001665623,1.2455586002543562,0.030894138314121036,0.04015264090766095,1.2754583588221866,,,,798.3893041372776,,,,2,
Camas,Barron Well,43.29241,-114.91002,,,,38.0,,8.03,,12.660371970876447,,6.796407071336819,,0.42163281600878283,0.26749506346967555,2.1958296897772223,2.474728271557997,0.051741170763688754,0.07586774872564792,4.067760038803926,,,,372.6023791978103,,,,2,
Camas,Wardrop Hot Springs (Gonzales' House),43.3829,-114.93224,,,,67.5,,9.41,,5.5735273047085,,2.4364747040303016,,0.029375218324267677,0.14271650211565584,0.11964397251717676,2.638617561065149,0.007328268458213256,0.02243831573239757,0.5089283775393745,,,,176.42383408779872,,,,2,
Blaine,Magic Hot Springs Landing Well,43.32777,-114.39941,,,,75.0,,6.79,,27.584180009198167,,13.507611116057756,0.05700473153672084,0.5575203353460751,2.090626234132581,0.5240308140745368,9.636690223020544,0.17034535043227664,0.5060475775161579,10.622186929924673,,,,523.6814401515949,,,,2,
Elmore,Prince Albert Hot Springs,43.12966,-115.33841,,,,57.7,,9.08,,3.0068302387336083,,2.40435212724408,,0.006414990768002395,0.07205641748942171,0.0876972725379971,0.0,0.001968719432276657,0.06830731770946563,0.010654316656014608,,,,366.022739235709,,,,2,
Cassia,Oakley Warm Spring,42.17334,-113.86163,,,,46.9,,9.32,,7.426996898122183,,3.7287021022264293,,0.055683916363091966,1.482919605077574,0.22272954403497813,1.4750036055643692,0.004972624334293949,0.05584130256302704,0.6020356255421137,,,,400.54216233287707,,,,2,
Cassia,Richard Austin Well 1,42.08533,-113.93984,,,,45.7,,8.95,,8.347036571362464,,4.60926336406425,0.0023163958033326475,0.05333100454114476,0.4560197461212976,0.23739225484072451,2.802506850572301,0.009854235969740633,0.048296217482601544,0.4378052621547591,,,,127.61869670491629,,,,2,
Cassia,Marsh Creek Well,42.47663,-113.5077,,,,59.6,,8.24,,9.43339491250529,,4.688011436739535,0.01668792429541247,0.2265656968910624,1.4604569816643158,0.5231678117843015,1.704448610874382,0.009706101475504322,0.10935769585889922,1.072240246861447,,,,693.9204126750184,,,,2,
Twin Falls,1000 Springs (Sliger's Well),42.70399,-114.85699,,,,72.0,,9.37,,11.935022406272088,,5.934935666382729,,0.023531613353959778,1.4230098730606489,0.3128981886321049,2.9172293532273077,0.007801412576368875,0.04063092257208114,0.014326882720839991,,,,1274.9710495841668,,,,2,
Twin Falls,Banbury Hot Springs Well,42.68841,-114.8268,,,,58.8,,9.24,,9.006959896781083,,4.209311542016799,,0.02197963970257997,0.475478138222849,0.2446293982927337,3.408897221748764,0.005009168059077809,0.04218341973947716,0.013531331682264322,,,,599.4578376671228,,,,2,
Twin Falls,Banbury Hot Springs,42.68841,-114.8268,,,,58.5,,9.15,,7.826290647418663,,4.128001460127764,,0.026016767303757668,0.4727362482369535,0.24508536331459504,2.310838982050845,0.004935552942363112,0.040884130512068295,0.01342938152248345,,,,597.7787135487946,,,,2,
