location,well_or_spring_name,WGS84_latitude,WGS84_longitude,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L,Database_number,Database_name
Chumphon (CP),CP1,9.72503818011114,99.11142670200115,,,,,,7.8,,12.678757972810281,,,1.2260851676609752,2.2331453665352563,3.1593794076163606,0.08328128253175099,5.801680848553185,,0.17392060524370623,,,0.0005372011818426001,0.0007280934872037569,,,,,8,
Ranong (RN),RN1,9.955535090435168,98.65486129056352,,,,,,8.3,,4.493714923381924,,,0.0008228759514503189,1.1003543090972603,0.13540197461212974,0.20091609410784927,2.9827850690301685,,0.07161436686505551,,,0.0,0.0018202337180093925,,,,,8,
Ranong (RN),RN2,9.902911681069856,98.63513166475543,,,,,,8.3,,5.11273774036931,,,0.0012343139271754782,1.1003543090972603,0.310296191819464,0.4674161982094524,3.097507571685175,,0.08184499070292059,,,0.05372011818426001,0.00036404674360187845,,,,,8,
Ranong (RN),RN3,9.89116396119024,98.64453954257856,,,,,,8.4,,5.046067864158219,,,0.0004114379757251594,1.105344578072758,0.2820874471086036,0.4674161982094524,3.11389650063589,,0.07672967878398805,,,0.0,0.00018202337180093923,,,,,8,
Ranong (RN),RN4,9.899089818316044,98.65602411095496,,,,,,8.2,,3.212634617501281,,,0.002057189878625797,0.44413393881930235,0.16643159379407615,0.07287112221528211,2.474728271557997,,0.051153119189325365,,,0.0008953353030710002,0.00036404674360187845,,,,,8,
Ranong (RN),RN5,9.77263,98.6005,,,,,,8.3,,4.215378442319276,,,0.03702941781526435,0.701132791057438,0.37517630465444285,0.10410160316468874,2.9008404242765926,,0.08951795858131939,,,0.0039394753335124,0.003640467436018785,,,,,8,
Ranong (RN),RN6,9.593045473378172,98.73398220094656,,,,,,8.1,,12.678757972810281,,,1.2260851676609752,2.2331453665352563,3.1593794076163606,0.08328128253175099,5.801680848553185,,0.17392060524370623,,,0.0005372011818426001,0.0007280934872037569,,,,,8,
Surat Thani (SR),SR1,9.362117171706563,99.19222661016902,,,,,,7.7,,241.53158745500917,,,6.418432421312487,23.279604770697137,198.02538787023977,8.734124505517384,1.6880596819236668,,3.376105866495474,,,0.0084161518488674,0.0014561869744075138,,,,,8,
Surat Thani (SR),SR2,9.353183713500382,99.18685769168852,,,,,,7.8,,116.98288941816311,,,3.0775560584241926,9.980537950995558,95.99435825105782,4.445138455132209,1.8355600424801037,,1.6420151259773443,,,0.006267347121497,0.0014561869744075138,,,,,8,
Surat Thani (SR),SR3,9.331050481889823,99.20409342147371,,,,,,7.9,,226.70635752860323,,,6.08928204073236,20.95912969709067,187.0239774330042,7.76597959608578,1.9175046872336798,,2.9413043533862084,,,0.006267347121497,0.0029123739488150276,,,,,8,
