spring number,spring location,spring name,longitude,latitude,type,well_depth_(m),flow_rate_mean_(m^3_s^-1),flow_rate_min_(m^3_s^-1),flow_rate_max_(m^3_s^-1),temp_mean_(degr_C),temp_min_(degr_C),temp_max_(degr_C),reference,reference_DOI,reference_link,EC_(S_m^-1),pH,sample_temperature_(degr_C),TDS_(mg L^-1),TDS_min_(mg L^-1),TDS_max_(mg L^-1),Na_(mg L^-1),Ca_(mg L^-1),Mg_(mg L^-1),K_(mg L^-1),NH4_(mg L^-1),Cl_(mg L^-1),F_(mg L^-1),SO4_(mg L^-1),HCO3_(mg L^-1),CO3_(mg L^-1),NO3_(mg L^-1),Si_(mg L^-1),Li_(mg L^-1),SiO2_(mg L^-1),reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O_(permille),delta_2H_(permille),3H_(TU),delta_14C_(pmc),delta_13C_(permille),reference_isotope_data,DOI_isotope_data,reference_link_isotope_data,temperature_(degr_C),flow_rate_(m^3_s^-1),log_flow_rate_(m^3_s^-1),log_temperature_(degr_C),geometry,recharge_(m_a^-1),lithology,gw_lvl_depth_(m),gw_lvl_elev_(m),surface_temp_(degr_C),elevation_(m),contributing_area_(m^2),log_contrib_area_(m^2),geometry_ws,watershed_area_(m^2),mean_recharge_ws_(m_a^-1),min_recharge_ws_(m_a^-1),max_recharge_ws_(m_a^-1),mean_gw_lvl_depth_ws_(m),min_gw_lvl_depth_ws_(m),max_gw_lvl_depth_ws_(m),mean_gw_lvl_elev_ws_(m),min_gw_lvl_elev_ws_(m),max_gw_lvl_elev_ws_(m),mean_surface_temp_ws_(degr_C),min_surface_temp_ws_(degr_C),max_surface_temp_ws_(degr_C),mean_elevation_ws_(m),min_elevation_ws_(m),max_elevation_ws_(m),ws_relief_(m),recharge_temp_max_(degr_C),recharge_temp_min_(degr_C),recharge_temp_best_(degr_C),rch_elev_max_(m),rch_elev_min_(m),rch_elev_best_(m),circulation_temp_best_(degr_C),circulation_temp_min_(degr_C),circulation_temp_max_(degr_C),circ_depth_best_(m),circ_depth_min_(m),circ_depth_max_(m),h_circ_depth_(m),Hv_down_min_(W),Hv_up_min_(W),Hv_down_best_(W),Hv_up_best_(W),Hv_down_max_(W),Hv_up_max_(W),Hv_ratio_min_(W),Hv_ratio_best_(W),Hv_ratio_max_(W),H_net_best_(W),H_net_min_(W),H_net_max_(W),H_down_best_(W),H_down_min_(W),H_down_max_(W),H_up_best_(W),H_up_min_(W),H_up_max_(W),Hv_net_best_(W),Hv_net_min_(W),Hv_net_max_(W),thermal_footprint_net_best_(m^2),thermal_footprint_net_min_(m^2),thermal_footprint_net_max_(m^2),thermal_radius_net_best_(m),thermal_radius_net_min_(m),thermal_radius_net_max_(m)
430,Villach,Freibadquelle,13.826,46.5886,spring,,,0.01,0.05,,23.0,27.0,,,,0.0592,7.05,25.8,577.7,,,4.0,103.0,16.7,1.0,,3.6,0.08,13.3,378.0,,,,,10.48,,,,,,,,,,,,25.0,0.03,-1.5228787452803376,1.3979400086720375,POINT (13.826 46.5886),0.6760385511550387,6.0,5.609879016876222,497.3901062011719,8.61666659017404,534.0,,,,119000000.0,0.6852249531469986,0.6760385511550387,0.6944113551389585,63.36976826805429,-0.0,563.4351196289062,780.3859719300882,488.0,1809.1422119140625,7.065609136834276,1.4208333467443783,8.700000032782555,866.934680451128,486.0,2077.0,1591.0,8.61666659017404,1.4208333467443783,5.018749968459209,2077.0,534.0,1305.5,37.122217294222324,24.35007366544297,48.65047799761618,1096.3673347710878,605.1310413564973,1539.761977209313,1171.5711059570312,266467.72351684567,187637.1764831543,39415.2735168457,187637.1764831543,-187637.1764831543,187637.1764831543,0.22096390455591966,0.09058805915951594,0.0,2279375.5727064447,1601004.0595951586,2957747.085817732,3987611.5643595536,1707115.1265978136,6112076.571843862,-1708235.9916531083,-106111.06700265504,-3154329.48602613,227052.44999999998,454104.89999999997,0.0,29991783.851400588,21065842.88940998,38917724.81339121,3089.770429042937,2589.4914660013283,3519.6443791784764
431,Villach,Neue Quelle,13.826,46.5886,spring,,,0.0002,0.0045,,23.0,27.0,,,,0.0591,7.14,25.1,570.24,,,4.1,105.0,17.1,1.1,,3.6,0.08,13.2,376.0,,,,,11.12,,,,,,,,,,,,25.0,0.00235,-2.628932137728264,1.3979400086720375,POINT (13.826 46.5886),0.6760385511550387,6.0,5.609879016876222,497.3901062011719,8.61666659017404,534.0,,,,119000000.0,0.6852249531469986,0.6760385511550387,0.6944113551389585,63.36976826805429,-0.0,563.4351196289062,780.3859719300882,488.0,1809.1422119140625,7.065609136834276,1.4208333467443783,8.700000032782555,866.934680451128,486.0,2077.0,1591.0,8.61666659017404,1.4208333467443783,5.018749968459209,2077.0,534.0,1305.5,39.1956546803938,26.491201569998587,50.4116294923636,1176.114926546914,687.4821146086364,1607.498573161137,1171.5711059570312,20873.30500881958,14698.24549118042,3087.5297588195804,14698.24549118042,-14698.24549118042,14698.24549118042,0.2209639045559197,0.09058805915951595,0.0,178551.08652867153,125411.98466828742,231690.1883890557,332736.6156704089,154762.85880236028,496084.50291182287,-154185.52914173735,-29350.87413407289,-264394.31452276726,17785.775250000002,35571.550500000005,0.0,2349356.4016930466,1650157.6930037818,3048555.110382312,864.7678120906638,724.74927212474,985.0813317745938
432,Villach,Zillerbadquelle,13.826,46.5886,spring,,,0.0034,0.0095,,24.3,27.0,,,,0.0593,7.14,25.6,570.34,,,4.0,105.0,17.0,1.2,,3.6,0.08,13.3,377.0,,,,,10.4,,,,,,,,,,,,25.65,0.00645,-2.1904402853647325,1.4090873694478352,POINT (13.826 46.5886),0.6760385511550387,6.0,5.609879016876222,497.3901062011719,8.61666659017404,534.0,,,,119000000.0,0.6852249531469986,0.6760385511550387,0.6944113551389585,63.36976826805429,-0.0,563.4351196289062,780.3859719300882,488.0,1809.1422119140625,7.065609136834276,1.4208333467443783,8.700000032782555,866.934680451128,486.0,2077.0,1591.0,8.61666659017404,1.4208333467443783,5.018749968459209,2077.0,534.0,1305.5,36.8553851539868,24.074222623877787,48.42420685792575,1086.1045601466446,594.5213859116826,1531.0592410673737,1171.5711059570312,57290.560556121825,40341.99294387818,8474.283806121826,40341.99294387818,-40341.99294387818,40341.99294387818,0.21253181821640765,0.0877340276120495,0.0,507595.8483818856,361745.97306295903,653445.7237008123,850140.1876169182,359590.21927590756,1307994.0694657306,-342544.33923503256,0.0,-654548.3457649181,48816.27675,97632.5535,0.0,6678892.741866916,4759815.435038934,8597970.0486949,1458.0663868622046,1230.8924848999175,1654.3333604844322
433,Villach,Tschamerquelle,13.826,46.5886,spring,,,0.001,0.0045,,24.8,26.2,,,,0.0582,6.92,24.3,582.22,,,4.2,99.8,17.4,1.0,,3.4,0.07,13.3,369.0,,,,,9.26,,,,,,,,,,,,25.5,0.00275,-2.5606673061697376,1.4065401804339552,POINT (13.826 46.5886),0.6760385511550387,6.0,5.609879016876222,497.3901062011719,8.61666659017404,534.0,,,,119000000.0,0.6852249531469986,0.6760385511550387,0.6944113551389585,63.36976826805429,-0.0,563.4351196289062,780.3859719300882,488.0,1809.1422119140625,7.065609136834276,1.4208333467443783,8.700000032782555,866.934680451128,486.0,2077.0,1591.0,8.61666659017404,1.4208333467443783,5.018749968459209,2077.0,534.0,1305.5,32.845304944163,19.9196004702015,45.034449511089065,931.8707059226522,434.7282261549024,1400.6839584967317,1171.5711059570312,24426.20798904419,17200.07451095581,3613.066739044189,17200.07451095581,-17200.07451095581,17200.07451095581,0.2144200574615029,0.08837657160333623,0.0,214692.04833142413,152507.99296288952,276876.10369995877,316352.66264070896,105541.42495049257,518694.5109978855,-101660.61430928484,0.0,-241818.40729792675,20813.14125,41626.2825,0.0,2824895.3727818965,2006684.117932757,3643106.6276310366,948.2574147304741,799.2167373034653,1076.8643628594311
436,Grins,,10.5178,47.1422,spring,,0.0013,,,17.6,,,,,,,,,,,,4.0,325.0,268.0,1.0,,2.0,,1653.0,254.0,,,,,,,,,,,,,,,,,17.6,0.0013,-2.886056647693163,1.24551266781415,POINT (10.5178 47.1422),0.7198440676010498,6.0,164.201416015625,915.798583984375,6.916666639968753,981.0,56991.3427733306,4.755808889508977,,44200000.0,0.7198440676010498,0.7198440676010498,0.7198440676010498,59.67531147756075,-0.0,312.6315612792969,1558.8773129111844,859.109619140625,2772.810546875,4.042911265242958,-3.3166666825612388,8.258333335320152,1583.6825,787.0,2915.0,2128.0,6.916666639968753,0.0,1.799999978703757,2915.0,981.0,1948.0,,,,,,,1876.9052734375,13238.822047851561,11425.479952148436,906.6710478515624,11425.479952148436,-11425.479952148436,11425.479952148436,0.4247245535104348,0.1435909488995731,0.0,73551.75111575978,33406.98631178826,95668.144,,,,,,,12332.151,24664.302,0.0,967786.198891576,439565.609365635,1258791.3684210526,555.0278504898839,374.0562512343349,632.9974227524496
437,Leithaprodersdorf,,16.4728,47.9261,spring,,,,,24.3,,,,,,,,,,,,178.0,467.9,161.4,19.0,1.55,187.6,0.94,1376.0,687.0,,4.97,,0.9,,,,,-12.19,-87.9,,,,,,,24.3,,,1.385606273598312,POINT (16.4728 47.9261),0.2826193106827565,5.0,2.4060404300689697,194.59396362304688,9.879166790905098,201.0,,,,136200000.0,0.287859041012834,0.2756652021859797,0.30005287983968826,16.89518721855514,-0.0,84.00675964355469,233.5599327892191,183.0,393.2159118652344,9.694531259245963,9.079166668156784,9.949999928474426,248.72019077901433,182.0,467.0,285.0,9.879166790905098,9.079166668156784,9.479166729530942,467.0,201.0,334.0,,,,,,,297.1079559326172,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Mannersdorf,,16.6078,47.9739,spring,,,,,22.8,,,,,,,,,,,,11.2,286.5,85.5,6.2,0.12,16.8,,830.6,255.3,,,,,,,,,,,,,,,,,22.8,,,1.3579348470004535,POINT (16.6078 47.9739),0.07553776637239501,5.0,44.04538345336914,182.9546203613281,9.7833332469066,198.0,,,,135500000.0,0.11993929084891307,0.07553776637239501,0.16434081532543113,19.50372783081396,-0.0,128.0294189453125,206.05821715282792,157.0,350.3650207519531,9.777690961105852,8.975000053644179,10.045833388964336,224.8570287539936,155.0,427.0,272.0,9.7833332469066,8.975000053644179,9.37916665027539,427.0,198.0,312.5,,,,,,,274.18251037597656,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,Windischgarsten,Puchriegler Quelle,14.3315,47.7195,spring,,3e-05,0.0016,0.002,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.71,-75.1,,,,,,,8.0,3e-05,-4.5228787452803365,0.9030899869919436,POINT (14.3315 47.7195),0.4732726531965146,5.0,4.598864555358887,606.401123046875,7.562500044703484,608.0,2000.3860218961245,3.3011138111652767,,147000000.0,0.4898798307891561,0.4732726531965146,0.5064870083817975,57.627036301520214,-0.0,415.5226135253906,995.2695142169333,581.0,1921.1043701171875,5.613099871356711,0.91250002818803,7.579166663189728,1049.8335187245086,577.0,2084.0,1507.0,7.562500044703484,0.91250002818803,4.2375000364457565,2084.0,608.0,1346.0,,,,,,,1264.5521850585938,241.16349193725586,193.22330806274414,23.97009193725586,193.22330806274414,-193.22330806274414,193.22330806274414,1.0,0.46019038064056966,0.0,254.77083292828075,0.0,889.0489089641217,,,,,,,217.1934,434.3868,0.0,3352.247801687905,0.0,11698.011960054233,32.66578663089471,0.0,61.02124921354433
442,Windischgarsten,Laiminger Quelle,14.256649,47.743516,spring,,,,,11.5,,,,,,0.047,6.92,,,,,5.0,58.5,25.8,5.9,,4.6,0.2,13.1,298.2,,,,0.04,,,,,-10.81,-76.0,,,,,,,11.5,,,1.0606978403536116,POINT (14.256649 47.743516),0.4732726531965146,5.0,-0.0,567.0,7.691666611780722,549.0,,,,104500000.0,0.4686495457331138,0.4686495457331138,0.4686495457331138,55.10912188488011,-0.0,437.0285034179688,910.5541328984267,504.00732421875,2091.62841796875,5.98606480649086,0.2208332928518454,7.991666616871952,972.5168306576904,481.0,2240.0,1759.0,7.691666611780722,0.2208332928518454,3.9562499523162837,2240.0,549.0,1394.5,,,,,,,1320.314208984375,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Windischgarsten,Dilly-Quelle,14.331302,47.719742,well,6.0,,,,25.6,,,,,,1.907,6.95,,,,,3300.8,888.9,275.5,36.3,,5618.5,0.93,2672.0,261.9,,,,0.98,,,,,-10.92,-79.0,,,,,,,25.6,,,1.4082399653118496,POINT (14.331302 47.719742),0.4732726531965146,5.0,4.598864555358887,606.401123046875,7.562500044703484,608.0,,,,147000000.0,0.4898798307891561,0.4732726531965146,0.5064870083817975,57.627036301520214,-0.0,415.5226135253906,995.2695142169333,581.0,1921.1043701171875,5.613099871356711,0.91250002818803,7.579166663189728,1049.8335187245086,577.0,2084.0,1507.0,7.562500044703484,0.91250002818803,4.2375000364457565,2084.0,608.0,1346.0,,,,,,,1264.5521850585938,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Wiesetal bei Hallein,Wieseltalquelle,13.1518,47.7338,spring,,5e-05,,,11.5,,,,,,,,,,,,1869.0,623.2,277.3,54.5,,2729.0,,2726.0,141.6,,,,,,,,,,,,,,,,,11.5,5e-05,-4.301029995663981,1.0606978403536116,POINT (13.1518 47.7338),0.6454121228615617,6.0,43.226661682128906,619.7733154296875,7.799999989569187,584.0,2444.7634993345932,3.388236852865856,,199900000.0,0.685651980627808,0.6443232434008787,0.7537443261397796,55.472500621501744,-0.0,322.3726501464844,854.1227781800017,446.0,1368.5504150390625,6.734702214402728,4.295833304524422,8.641666620969772,910.626188535724,443.0,1629.0,1186.0,7.799999989569187,4.295833304524422,6.047916647046804,1629.0,584.0,1106.5,,,,,,,976.2752075195312,320.16151071166996,192.4109892883301,63.875260711669924,192.4109892883301,-192.4109892883301,192.4109892883301,0.6626317543231247,0.2248440952924291,0.0,883.5535561851599,260.9680021807179,1506.1391101896018,,,,,,,256.28625,512.5725,0.0,11625.70468664684,3433.7895023778674,19817.619870915812,60.83236585579191,33.060688826474774,79.42382719023833
452,Abtenau,St. Rupertusquelle,13.4225,47.582,spring,,0.00126,,,12.25,,,,,,,7.16,,,,,1287.5,739.5,137.6,23.92,,2050.2,0.36,2050.4,302.6,,,,0.138,7.96,,,,,,,,,,,,12.25,0.00126,-2.899629454882437,1.0881360887005511,POINT (13.4225 47.582),0.7534068085579887,5.0,-0.0,776.0,7.016666678090889,734.0,52777.033003066535,4.7224449715866665,,167100000.0,0.7386501887393269,0.7238935689206649,0.7534068085579887,69.34007268844772,-0.0,539.527099609375,1131.9971472976101,695.0,2261.60693359375,5.0584930353846635,-0.3541666579743226,7.279166705906391,1203.5650326797384,651.0,2350.0,1699.0,7.016666678090889,0.0,3.3312500100582834,2350.0,734.0,1542.0,27.708237520355304,14.570551662146869,40.723523255215014,795.8296477794006,290.5340378483069,1296.4175606586205,1497.803466796875,10533.660468310547,9441.069131689454,546.295668310547,9441.069131689454,-9441.069131689454,9441.069131689454,0.7244703877001001,0.2125519285193083,0.0,37000.51655950856,7596.762539812193,64538.3655,127882.35165646368,29263.51422931937,223990.42654334797,-90881.83509695511,-21666.75168950718,-159452.06104334793,9987.364800000001,19974.729600000002,0.0,486848.9020987968,99957.40183963411,849189.0197368421,393.6607913112143,178.37440736496185,519.9088960779177
453,Abtenau,Annenquelle,13.4225,47.582,spring,,5e-05,,,11.3,,,,,,0.935,7.63,,,,,1182.0,688.0,123.0,23.8,,2009.6,0.3,2067.3,302.3,,,,0.14800000000000002,7.96,,,,,,,,,,,,11.3,5e-05,-4.301029995663981,1.0530784434834195,POINT (13.4225 47.582),0.7534068085579887,5.0,-0.0,776.0,7.016666678090889,734.0,2094.3267064708944,3.321044430805121,,167100000.0,0.7386501887393269,0.7238935689206649,0.7534068085579887,69.34007268844772,-0.0,539.527099609375,1131.9971472976101,695.0,2261.60693359375,5.0584930353846635,-0.3541666579743226,7.279166705906391,1203.5650326797384,651.0,2350.0,1699.0,7.016666678090889,0.0,3.3312500100582834,2350.0,734.0,1542.0,27.708237520355304,14.570551662146869,40.723523255215014,795.8296477794006,290.5340378483069,1296.4175606586205,1497.803466796875,418.0023995361328,374.6456004638672,21.678399536132815,374.6456004638672,-374.6456004638672,374.6456004638672,0.885150590848133,0.23789145257869207,0.0,1269.662716647165,102.8470809449284,2362.4345000000003,5074.696494304114,1161.2505646555308,8888.508989815395,-3805.0337776569486,-1058.4034837106024,-6526.074489815394,396.324,792.648,0.0,16706.088376936383,1353.2510650648474,31084.664473684214,72.92265141805369,20.754594491314087,99.47138287306427
454,Seefeld,,11.1851,47.3367,spring,,0.000833333,,,11.3,,,,,,,6.0,,,,,6.0,134.4,60.55,,0.022,7.94,,441.42,167.75,,1.58,,,,,,,,,,,,,,,11.3,0.000833333,-3.0791814197654523,1.0530784434834195,POINT (11.1851 47.3367),0.463366900206019,6.0,9.416532516479492,1184.58349609375,6.212499978641668,1198.0,56754.139039943446,4.753997539815094,,128600000.0,0.4706503678753316,0.463366900206019,0.4779338355446442,79.95378464863381,-0.0,486.5462341308594,1417.9320413580847,937.9038696289062,2488.875,4.578787878409705,-1.5750000004967053,7.129166662693024,1506.5531824006837,928.0,2613.0,1685.0,6.212499978641668,0.0,2.3187499890724816,2613.0,1198.0,1905.5,,,,,,,1843.4375,6291.170921030625,5276.449451919375,507.360734555625,5276.449451919375,-5276.449451919375,5276.449451919375,0.6525438406779869,0.1848193068530145,0.0,25510.594521334144,6159.34240235005,39373.89258377,,,,,,,5783.810186475,11567.62037295,0.0,335665.7173859756,81043.97897829014,518077.5339969737,326.8726300823156,160.61475562494581,406.09013886199654
455,Hohenems-Schwefel,,9.6715,47.3491,spring,,0.0004,,,15.6,,,,,,,7.2,,,,,25.49,63.39,17.65,2.3,,9.32,,10.66,,,,,,,,,,,,,,,,,,15.6,0.0004,-3.397940008672037,1.1931245983544616,POINT (9.6715 47.3491),0.7604204297005404,6.0,74.47578430175781,415.52423095703125,9.150000013411043,412.0,16600.080043839767,4.220110182167411,,97600000.0,0.7234272605963612,0.6864340914921819,0.7604204297005404,18.419565499357926,-0.0,387.5224304199219,536.4394503839002,403.0,1412.4857177734375,8.916889877964017,5.204166695475578,9.604166689018408,556.5192845164896,402.0,1620.0,1218.0,9.150000013411043,5.204166695475578,7.177083354443311,1620.0,412.0,1016.0,,,,,,,912.2428588867188,2777.2390217285156,1962.9529782714844,407.14302172851563,1962.9529782714844,-1962.9529782714844,1962.9529782714844,0.4394049039175306,0.16824110599920805,0.0,11717.400548026477,6047.561977569762,17387.239118483187,,,,,,,2370.096,4740.192,0.0,154176.32300034838,79573.18391539161,228779.4620853051,221.5306927413812,159.1506554035834,269.856933462089
457,Tiefenbach,,10.242,47.4213,spring,,0.01,,,8.8,,,,,,,,,,,,160.0,7.0,3.0,3.0,,18.0,,,434.0,,,,,,,,,,,,,,,,,8.8,0.01,-2.0,0.9444826721501688,POINT (10.242 47.4213),0.6426079926386672,6.0,52.50957107543945,866.4904174804688,6.866666649778683,849.0,491086.3288584174,5.691157844162163,,171200000.0,0.5968623228487866,0.5541015330559852,0.6768607860783872,89.1106859639891,-0.0,462.28271484375,1390.9974179654507,789.0272216796875,2425.84326171875,4.488163839164846,-0.8958333109815916,7.4333333869775124,1476.1574550128535,785.0,2531.0,1746.0,6.866666649778683,0.0,2.9854166693985458,2531.0,849.0,1690.0,,,,,,,1637.421630859375,87660.03801269531,77344.16198730469,5157.938012695313,77344.16198730469,-77344.16198730469,77344.16198730469,1.0,0.33934001588161533,0.0,160623.07280243863,0.0,367954.4,,,,,,,82502.1,165004.2,0.0,2113461.4842426134,0.0,4841505.263157895,820.2046601325133,0.0,1241.410081026416
460,Nüziders/Bad Sonnenberg,,9.7997,47.1795,spring,,0.015,,,14.2,,,,,,,7.2,,,,,43.53,474.7,23.93,5.1,,2.91,,1103.5,287.7,,,,,,,,,,,,,,,,,14.2,0.015,-1.8239087409443189,1.1522883443830565,POINT (9.7997 47.1795),0.7816954613040306,8.0,95.26456451416016,562.7354125976561,8.862499974047145,662.0,605560.6350973694,5.782157635785858,,134200000.0,0.7606401214933972,0.7291578178250362,0.7921224251617582,63.3872161851188,-0.0,482.5682373046875,1335.5947944972827,515.6001586914061,2680.780029296875,5.130790045479525,-2.4625000481804213,9.433333251935741,1394.5536515707875,519.0,2780.0,2261.0,8.862499974047145,0.0,3.1999999629333615,2780.0,662.0,1721.0,,,,,,,1671.3900146484375,163131.95934448243,148531.74065551758,7300.109344482422,148531.74065551758,-148531.74065551758,148531.74065551758,0.930991561524125,0.22587124850237866,0.0,534082.652324801,23101.63287775003,890616.9,,,,,,,155831.85,311663.7,0.0,7027403.320063171,303968.8536546057,11718643.421052633,1495.6242679820693,311.0567331054174,1931.3622274404381
461,Tschagguns,,9.9134,47.0951,spring,,0.0003,,,4.1,,,,,,,,,,,,40.0,138.0,39.0,,,4.0,,285.0,349.0,,,,,,,,,,,,,,,,,4.1,0.0003,-3.5228787452803374,0.6127838567197355,POINT (9.913399999999999 47.0951),0.7218675194777775,5.0,7.6069722175598145,1241.39306640625,6.204166659464439,1289.0,13114.982658935725,4.117767720688209,,102800000.0,0.6855870460933727,0.6642704177382174,0.7069036744485281,100.11048116907476,-0.0,556.1063232421875,1674.9514791434149,689.1058349609375,2481.574462890625,2.9768095252414546,-1.8208332931001983,8.31250007947286,1772.8837084673098,676.0,2653.0,1977.0,6.204166659464439,0.0,2.1916666831821203,2653.0,1289.0,1971.0,,,,,,,1885.2872314453125,2259.378677856445,1754.8733221435546,252.2526778564453,1754.8733221435546,-1754.8733221435546,1754.8733221435546,1.0,0.8384705650330825,0.0,386.6682292831797,0.0,5142.999,,,,,,,2007.1259999999997,4014.2519999999995,0.0,5087.739858989206,0.0,67671.03947368421,40.24273717638488,0.0,146.76634788945057
464,Wörschach,,14.1295,47.5511,spring,,0.015,,,7.0,,,,,,,,,,,,10.8,351.0,72.4,5.1,0.08,0.14,,842.2,395.5,,0.52,,,,,,,,,,,,,,,7.0,0.015,-1.8239087409443189,0.8450980400142568,POINT (14.1295 47.5511),0.5726647675540073,6.0,8.273168563842772,1018.726806640625,5.475000077858566,813.0,826598.783127264,5.917294761601987,,112000000.0,0.5759571389810996,0.5417234475036194,0.6289992036539211,59.49098014754733,-0.0,326.044921875,1193.6063276018415,637.0,2035.6341552734373,4.427295923665432,0.6750000026077032,7.012499990562597,1255.1959064327486,635.0,2254.0,1619.0,5.475000077858566,0.6750000026077032,3.075000040233135,2254.0,813.0,1533.5,,,,,,,1424.3170776367188,122087.84202575684,89955.30797424316,16066.267025756835,89955.30797424316,-89955.30797424316,89955.30797424316,1.0,0.43067732553548443,0.0,140152.45997659792,0.0,396700.83733644616,,,,,,,106021.575,212043.15,0.0,1844111.3154815517,0.0,5219747.859690081,766.1585103235317,0.0,1288.9908250744204
465,Thalheim,Knödelquelle,14.5693,47.2091,spring,,6e-05,,,15.7,,,,,,0.331,6.22,,,,,224.0,440.0,65.5,41.1,,297.1,0.8,390.9,1528.5,,2.3,,0.633,48.24,,,,-10.1,-72.1,3.5,,,,,,15.7,6e-05,-4.221848749616356,1.1958996524092338,POINT (14.5693 47.2091),0.5859812731411905,8.0,93.67950439453124,714.3204956054688,6.758333325386047,700.0,3231.2568452060023,3.509371480463409,,126700000.0,0.5922971635106047,0.5859812731411905,0.5986130538800191,72.15833487866614,-0.0,332.7212829589844,980.5496886631228,681.6349487304688,1848.4859619140625,5.578870460547002,1.2666666681567829,7.4958332031965265,1053.5187282229963,683.0,2010.0,1327.0,6.758333325386047,1.2666666681567829,4.012499996771415,2010.0,700.0,1355.0,97.72988751011138,86.33551126001024,101.8723200366186,3498.9059301817438,3060.6606897932384,3658.2302581243293,1274.2429809570312,433.06658140869143,337.9994185913086,47.533581408691404,337.9994185913086,-337.9994185913086,337.9994185913086,0.3437245074432308,0.13148534642157045,0.0,2546.603625809981,1472.201451993799,3621.0057996261626,23464.097163163016,19531.096664473956,25577.744524364272,-20917.49353735303,-18058.895212480158,-21956.738724738112,385.533,771.066,0.0,33507.942444868175,19371.071736760514,47644.813152975825,103.2758894702873,78.52390489390021,123.14956375063497
466,Thalheim,Schlossbrunn,14.5693,47.2091,spring,,0.0015,,,14.7,,,,,,0.35600000000000004,6.46,,,,,271.2,465.4,95.9,30.5,,330.1,0.74,540.2,1380.21,,,,0.59,,,,,-10.22,-73.0,4.2,,,,,,14.7,0.0015,-2.8239087409443187,1.167317334748176,POINT (14.5693 47.2091),0.5859812731411905,8.0,93.67950439453124,714.3204956054688,6.758333325386047,700.0,80781.42113015005,4.907311489135447,,126700000.0,0.5922971635106047,0.5859812731411905,0.5986130538800191,72.15833487866614,-0.0,332.7212829589844,980.5496886631228,681.6349487304688,1848.4859619140625,5.578870460547002,1.2666666681567829,7.4958332031965265,1053.5187282229963,683.0,2010.0,1327.0,6.758333325386047,1.2666666681567829,4.012499996771415,2010.0,700.0,1355.0,,,,,,,1274.2429809570312,10826.664535217285,8449.985464782714,1188.3395352172852,8449.985464782714,-8449.985464782714,8449.985464782714,0.3870056625868946,0.14378806889004764,0.0,57393.14064524953,30533.086299844974,84253.19499065407,,,,,,,9638.325,19276.65,0.0,755172.9032269676,401751.135524276,1108594.670929659,490.28461211347314,357.6050310369542,594.0342107383856
467,Preblau,Auen-Quelle,14.8025,46.9275,spring,,0.0026,,,7.7,,,,,,,,,,,,793.0,267.0,64.0,,,123.0,,23.0,3008.0,,,,,,,,,,,,,,,,,7.7,0.0026,-2.5850266520291822,0.8864907251724818,POINT (14.8025 46.9275),0.6033095670485666,8.0,19.61051750183105,812.3894653320312,6.937500088475645,843.0,135999.43458777436,5.133537102811982,,121000000.0,0.5954165173025432,0.5875234675565199,0.6033095670485666,61.86598169453004,-0.0,239.1405029296875,1043.26221780216,646.8302612304688,1734.70361328125,5.414939030652064,2.150000019930303,7.504166603088379,1113.994523048836,628.0,1916.0,1288.0,6.937500088475645,2.150000019930303,4.543750054202974,1916.0,843.0,1379.5,,,,,,,1288.851806640625,15996.041819824219,11371.896180175781,2312.0728198242186,11371.896180175781,-11371.896180175781,11371.896180175781,1.0,0.3988007966925836,0.0,20628.823535738877,0.0,60336.1587833301,,,,,,,13683.969,27367.938,0.0,271431.8886281431,0.0,793896.8260964487,293.9378396462007,0.0,502.69792953267
468,Preblau,Sauerbrunnen,14.8025,46.9275,spring,,0.0035,,,9.9,,,,,,,,,,,,916.2,144.3,23.79,48.94,,71.12,1.2,101.3,2828.0,,,,1.5,,,,,,,,,,,,,9.9,0.0035,-2.4559319556497243,0.99563519459755,POINT (14.8025 46.9275),0.6033095670485666,8.0,19.61051750183105,812.3894653320312,6.937500088475645,843.0,183076.16194508085,5.26263179919144,,121000000.0,0.5954165173025432,0.5875234675565199,0.6033095670485666,61.86598169453004,-0.0,239.1405029296875,1043.26221780216,646.8302612304688,1734.70361328125,5.414939030652064,2.150000019930303,7.504166603088379,1113.994523048836,628.0,1916.0,1288.0,6.937500088475645,2.150000019930303,4.543750054202974,1916.0,843.0,1379.5,,,,,,,1288.851806640625,21533.133218994142,15308.32178100586,3112.405718994141,15308.32178100586,-15308.32178100586,15308.32178100586,0.8497654214592739,0.23499930094421265,0.0,59965.58014426387,6513.398080198764,113417.76220832899,,,,,,,18420.7275,36841.455,0.0,789020.791371893,85702.60631840478,1492338.9764253814,501.151791674171,165.1665428071486,689.2214808997162
