spring number,spring location,spring name,longitude,latitude,type,well_depth_(m),flow_rate_mean_(m^3_s^-1),flow_rate_min_(m^3_s^-1),flow_rate_max_(m^3_s^-1),temp_mean_(degr_C),temp_min_(degr_C),temp_max_(degr_C),reference,reference_DOI,reference_link,EC_(S_m^-1),pH,sample_temperature_(degr_C),TDS_(mg L^-1),TDS_min_(mg L^-1),TDS_max_(mg L^-1),Na_(mg L^-1),Ca_(mg L^-1),Mg_(mg L^-1),K_(mg L^-1),NH4_(mg L^-1),Cl_(mg L^-1),F_(mg L^-1),SO4_(mg L^-1),HCO3_(mg L^-1),CO3_(mg L^-1),NO3_(mg L^-1),Si_(mg L^-1),Li_(mg L^-1),SiO2_(mg L^-1),reference_hydrochemistry,doi_hydrochemistry,reference_link_hydrochemistry,delta_18O_(permille),delta_2H_(permille),3H_(TU),delta_14C_(pmc),delta_13C_(permille),reference_isotope_data,DOI_isotope_data,reference_link_isotope_data,temperature_(degr_C),flow_rate_(m^3_s^-1),log_flow_rate_(m^3_s^-1),log_temperature_(degr_C),geometry,recharge_(m_a^-1),lithology,gw_lvl_depth_(m),gw_lvl_elev_(m),surface_temp_(degr_C),elevation_(m),contributing_area_(m^2),log_contrib_area_(m^2),geometry_ws,watershed_area_(m^2),mean_recharge_ws_(m_a^-1),min_recharge_ws_(m_a^-1),max_recharge_ws_(m_a^-1),mean_gw_lvl_depth_ws_(m),min_gw_lvl_depth_ws_(m),max_gw_lvl_depth_ws_(m),mean_gw_lvl_elev_ws_(m),min_gw_lvl_elev_ws_(m),max_gw_lvl_elev_ws_(m),mean_surface_temp_ws_(degr_C),min_surface_temp_ws_(degr_C),max_surface_temp_ws_(degr_C),mean_elevation_ws_(m),min_elevation_ws_(m),max_elevation_ws_(m),ws_relief_(m),recharge_temp_max_(degr_C),recharge_temp_min_(degr_C),recharge_temp_best_(degr_C),rch_elev_max_(m),rch_elev_min_(m),rch_elev_best_(m),circulation_temp_best_(degr_C),circulation_temp_min_(degr_C),circulation_temp_max_(degr_C),circ_depth_best_(m),circ_depth_min_(m),circ_depth_max_(m),h_circ_depth_(m),Hv_down_min_(W),Hv_up_min_(W),Hv_down_best_(W),Hv_up_best_(W),Hv_down_max_(W),Hv_up_max_(W),Hv_ratio_min_(W),Hv_ratio_best_(W),Hv_ratio_max_(W),H_net_best_(W),H_net_min_(W),H_net_max_(W),H_down_best_(W),H_down_min_(W),H_down_max_(W),H_up_best_(W),H_up_min_(W),H_up_max_(W),Hv_net_best_(W),Hv_net_min_(W),Hv_net_max_(W),thermal_footprint_net_best_(m^2),thermal_footprint_net_min_(m^2),thermal_footprint_net_max_(m^2),thermal_radius_net_best_(m),thermal_radius_net_min_(m),thermal_radius_net_max_(m)
203,Acqui Terme,31,8.483333333,44.6666667,spring or shallow well,,,,,30.1,,,,,,,7.38,,,,,188.0,46.8,40.0,5.14,,47.8,,273.0,476.0,,3.68,,0.1,22.5,,,,,,,,,,,,30.1,,,1.4785664955938431,POINT (8.483333332999999 44.6666667),0.31047450298253604,6.0,-0.0,147.0,12.829166665673256,150.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.829166665673256,11.012499943375587,11.920833304524422,733.0,150.0,441.5,65.31651730098396,53.214179801135906,72.93075625420886,2018.744255204258,1553.2697359793328,2311.599599559062,396.613525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,Acqui Terme,40,8.45,44.5833333,spring or shallow well,,,,,13.7,,,,,,,7.55,,,,,4.17,104.0,23.9,2.13,,11.1,,52.0,348.0,,9.31,,0.009000000000000001,13.9,,,,-9.05,-61.2,,,,,,,13.7,,,1.136720567156407,POINT (8.449999999999999 44.5833333),0.3731099468084765,6.0,39.73111343383789,433.2688903808594,12.35833328962326,358.0,,,,238300000.0,0.3715092760756397,0.31047450298253604,0.4285709599915208,41.16373320023219,-0.0,177.02099609375,436.6229090385729,162.0,1135.8687744140625,11.742228589671571,8.004166702429451,12.96666650722424,478.27219937091695,158.0,1250.0,1092.0,12.35833328962326,8.004166702429451,10.181249996026356,1250.0,358.0,804.0,47.15743698922501,34.6778266589616,57.21789440607381,1338.4270653692981,858.4420526668592,1725.3677352480981,746.9343872070312,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Acqui Terme,44,8.5,44.6833333,spring or shallow well,,,,,37.9,,,,,,,8.73,,,,,501.0,78.7,0.23,8.82,,767.0,7.6,171.0,26.0,,,,0.92,28.4,,,,,,,,,,,,37.9,,,1.5786392099680724,POINT (8.5 44.6833333),0.36212146789836464,1.0,68.37938690185547,150.62060546875,12.774999904135864,165.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.774999904135864,11.012499943375587,11.893749923755726,733.0,165.0,449.0,74.66928534050291,62.73776908701901,81.07684770569256,2380.549439860271,1921.644968572429,2626.994146213719,404.113525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,Acqui Terme,46,8.5,44.6833333,spring or shallow well,,,,,32.0,,,,,,,8.62,,,,,142.0,7.3,0.14,1.9,,80.5,12.0,78.1,127.0,,,,0.23,20.0,,,,,,,,,,,,32.0,,,1.505149978319906,POINT (8.5 44.6833333),0.36212146789836464,1.0,68.37938690185547,150.62060546875,12.774999904135864,165.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.774999904135864,11.012499943375587,11.893749923755726,733.0,165.0,449.0,60.738275190194294,48.55118503757365,68.95165465639036,1844.7413571560937,1376.0071205168383,2160.6405673944037,404.113525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Acqui Terme,47,8.5,44.6833333,spring or shallow well,,,,,23.0,,,,,,,7.67,,,,,561.0,133.0,4.22,12.4,,928.0,4.7,196.0,101.0,,,,1.1,42.8,,,,-9.01,-65.5,,,,,,,23.0,,,1.3617278360175928,POINT (8.5 44.6833333),0.36212146789836464,1.0,68.37938690185547,150.62060546875,12.774999904135864,165.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.774999904135864,11.012499943375587,11.893749923755726,733.0,165.0,449.0,92.27609865314031,80.72955271545212,96.39697584287222,3057.734567269402,2613.6366465890865,3216.2298437975523,404.113525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Acqui Terme,50,8.445277778,44.3572222,spring or shallow well,,,,,14.5,,,,,,,8.55,,,,,113.0,10.0,16.0,3.2,,11.0,,25.1,363.0,,,,0.1,19.4,,,,-11.64,-82.8,,,,,,,14.5,,,1.1613680022349748,POINT (8.445277777999999 44.3572222),0.3357517274641119,4.0,152.9324951171875,141.0675048828125,13.700000032782555,518.0,,,,366800000.0,0.3610083205427017,0.3357517274641119,0.3819082161387762,49.473250646637574,-0.0,253.5072326660156,318.5417085407778,-17.534513473510742,1186.325439453125,-inf,-1.700000000000001e+308,15.683333297570549,371.5864945694948,0.0,1275.0,1275.0,13.700000032782555,0.0,0.0,1275.0,518.0,896.5,59.56974211279781,47.36036076223849,67.93748824740169,1764.2208492313562,1294.6292588252284,2086.057239023813,852.1627197265625,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Acqui Terme,La Bolente,8.466666667,44.7,spring,,,,,69.5,,,,,,,8.16,,,,,661.0,136.0,0.14,14.0,,1120.0,5.8,220.0,28.0,,,,1.3,49.6,,,,-9.05,-68.2,,,,,,,69.5,,,1.8419848045901142,POINT (8.466666667 44.7),0.29146294813996604,6.0,3.8736093044281006,229.1263885498047,12.537499936918413,277.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.537499936918413,11.012499943375587,11.774999940147001,733.0,277.0,505.0,99.02004271244704,87.6645769738066,103.17987151879794,3326.2516452126397,2889.502962957238,3486.2450608415206,460.113525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Acqui Terme,44b,8.5,44.6833333,spring or shallow well,,,,,31.5,,,,,,,8.65,,,,,494.0,81.8,0.22,8.78,,772.0,6.6,167.0,29.0,,,,0.94,27.4,,,,-9.26,-66.6,,,,,,,31.5,,,1.4983105537896004,POINT (8.5 44.6833333),0.36212146789836464,1.0,68.37938690185547,150.62060546875,12.774999904135864,165.0,,,,144800000.0,0.3653847615038556,0.29146294813996604,0.4393065748677452,36.540654839226534,-0.0,118.7523193359375,280.04232437458444,135.0,643.22705078125,12.349857554237685,11.012499943375587,12.916666659216087,318.42738425009895,131.0,733.0,602.0,12.774999904135864,11.012499943375587,11.893749923755726,733.0,165.0,449.0,73.20192197888547,61.24306790761173,79.79804305092574,2324.112387490369,1864.1564616721487,2577.809351799611,404.113525390625,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Lomaso,Terme di Comano,10.886389,46.042222,spring,,0.0008300000000000001,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0008300000000000001,-3.0809219076239263,1.4313637641589874,POINT (10.886389 46.042222),0.6011587264916288,6.0,6.491026401519775,495.5089721679688,10.033333379775287,419.0,43570.536109259556,4.639192903701205,,140500000.0,0.5442938585899354,0.487428990688242,0.6011587264916288,68.15565882269607,-0.0,482.2007751464844,1034.9238641795228,429.0,2560.619140625,7.537269501991783,-0.512500007947286,10.283333477253716,1100.4451535700039,393.0,2686.0,2293.0,10.033333379775287,0.0,4.7604166859140005,2686.0,419.0,1552.5,,,,,,,1489.8095703125,9739.741335644532,8718.85276435547,510.4442856445313,8718.85276435547,-8718.85276435547,8718.85276435547,0.31348204602155394,0.11957835025858797,0.0,67952.70981028586,40423.86610549085,93702.93300000002,,,,,,,9229.297050000001,18458.594100000002,0.0,894114.6027669192,531892.975072248,1232933.3289473688,533.4843178969774,411.4690660999987,626.4621837026071
245,Visone,Caldana,8.654688900000002,44.661944,spring,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,,1.3521825181113625,POINT (8.654688900000002 44.661944),0.4632314654072864,1.0,-0.0,162.0,12.854166609545551,162.0,,,,14200000.0,,,,28.962071654697255,-0.0,87.68925476074219,191.80565145741338,154.0,251.1211395263672,12.695312486573432,12.408333497742813,12.8958333277454,223.63052208835342,149.0,361.0,212.0,12.854166609545551,12.408333497742813,12.631250053644182,361.0,162.0,261.5,,,,,,,206.5605697631836,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Albettone,La Boia,11.607467,45.368333,spring,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,1.3802112417116061,POINT (11.607467 45.368333),0.06842460741882511,1.0,8.161316871643066,11.838683128356935,13.38333334711691,10.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841897,18.58575124083421,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.583333277764421,13.608333434909582,62.744663713250105,3.0,578.0,575.0,13.38333334711691,11.583333277764421,12.483333312440665,578.0,10.0,294.0,,,,,,,234.2476806640625,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Arqua' Petrarca ,Casa Trieste,11.742467,45.276667,spring,,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,1.4517864355242902,POINT (11.742467 45.276667),0.07778661233970685,1.0,3.4970295429229736,3.5029704570770264,13.337499980504315,49.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010608,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390017,248.3455352783203,13.241203695727046,12.26250008059045,13.524999879921474,17.040701522170743,0.0,464.0,464.0,13.337499980504315,12.26250008059045,12.800000030547382,464.0,49.0,256.5,,,,,,,148.67276763916016,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Arqua' Petrarca ,Lago di Arqua,11.744411,45.268889,spring,,,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.1,,,1.6344772701607315,POINT (11.744411 45.268889),0.07778661233970685,1.0,8.307777404785156,4.692222595214844,13.383333369468652,2.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010608,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390017,248.3455352783203,13.241203695727046,12.26250008059045,13.524999879921474,17.040701522170743,0.0,464.0,464.0,13.383333369468652,12.26250008059045,12.82291672502955,464.0,2.0,233.0,,,,,,,125.17276763916016,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,Baone,Val Calaona,11.645244,45.264444,spring,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,1.5563025007672873,POINT (11.645244 45.264444),0.07736626089841897,1.0,-0.0,8.0,13.587500115235649,7.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841897,18.58575124083421,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.583333277764421,13.608333434909582,62.744663713250105,3.0,578.0,575.0,13.587500115235649,11.583333277764421,12.585416696500035,578.0,7.0,292.5,,,,,,,232.7476806640625,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Barbarano Vicentino,Bagno Barbarano,11.556356,45.4,spring,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.5,,,1.4548448600085102,POINT (11.556356 45.4),0.07586543624908705,1.0,4.508910179138184,20.4910888671875,13.158333426341414,21.0,,,,145500000.0,0.08957079360754218,0.07586543624908705,0.1032761509659973,24.894027588563038,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824315,11.608333413799606,13.554166624322535,98.43776824034336,10.0,422.0,412.0,13.158333426341414,11.608333413799606,12.38333342007051,422.0,21.0,221.5,,,,,,,190.90892028808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Barbarano Vicentino,Bettini,11.556356,45.447222,well,54.0,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,,,1.4232458739368081,POINT (11.556356 45.447222),0.11470413781001823,6.0,6.412151336669923,325.5878601074219,11.90833334531635,331.0,,,,145500000.0,0.08957079360754218,0.07586543624908705,0.1032761509659973,24.894027588563038,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824315,11.608333413799606,13.554166624322535,98.43776824034336,10.0,422.0,412.0,11.90833334531635,11.608333413799606,11.758333379557978,422.0,331.0,376.5,,,,,,,345.90892028808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,Barbarano Vicentino,Franceschetto,11.569967,45.402222,spring,,,,,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,1.4014005407815442,POINT (11.569967 45.402222),0.07586543624908705,1.0,11.46389389038086,16.53610610961914,13.191666592222948,35.0,,,,145500000.0,0.08957079360754218,0.07586543624908705,0.1032761509659973,24.894027588563038,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824315,11.608333413799606,13.554166624322535,98.43776824034336,10.0,422.0,412.0,13.191666592222948,11.608333413799606,12.400000003011277,422.0,35.0,228.5,,,,,,,197.90892028808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,Barbarano Vicentino,Monticello est,11.596633,45.396944,spring,,,,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6,,,1.390935107103379,POINT (11.596633 45.396944),0.06842460741882511,1.0,5.4273104667663565,17.572689056396484,13.28750000987202,24.0,,,,141400000.0,0.07289543415862204,0.06842460741882511,0.07736626089841897,18.58575124083421,-0.0,220.7052001953125,43.61554814817568,7.0,458.495361328125,13.227688731646902,11.583333277764421,13.608333434909582,62.744663713250105,3.0,578.0,575.0,13.28750000987202,11.583333277764421,12.43541664381822,578.0,24.0,301.0,,,,,,,241.2476806640625,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Caldiero,Terme di Giunone,11.194967,45.408889,spring,,,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.9,,,1.4297522800024083,POINT (11.194967 45.408889),0.10261251582130763,1.0,9.6307954788208,27.36920547485352,13.245833314955235,25.0,,,,105300000.0,0.10261251582130763,0.10261251582130763,0.10261251582130763,2.693459684960544,-0.0,81.63917541503906,22.670176646926194,17.936599731445312,108.17788696289062,13.11697268924674,12.887500007947288,13.479166624446712,25.42988630211153,16.0,202.0,186.0,13.245833314955235,12.887500007947288,13.066666661451261,202.0,25.0,113.5,,,,,,,66.58894348144531,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Caldiero,Terme di Giunone (Pozzo),11.194967,45.408889,well,100.0,0.005,,,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,0.005,-2.3010299956639813,1.421603926869831,POINT (11.194967 45.408889),0.10261251582130763,1.0,9.6307954788208,27.36920547485352,13.245833314955235,25.0,1537707.1572319358,6.186873635785553,,105300000.0,0.10261251582130763,0.10261251582130763,0.10261251582130763,2.693459684960544,-0.0,81.63917541503906,22.670176646926194,17.936599731445312,108.17788696289062,13.11697268924674,12.887500007947288,13.479166624446712,25.42988630211153,16.0,202.0,186.0,13.245833314955235,12.887500007947288,13.066666661451261,202.0,25.0,113.5,,,,,,,66.58894348144531,6641.912322235107,2039.9376777648927,2300.9873222351075,2039.9376777648927,-2039.9376777648927,2039.9376777648927,0.031569492800412616,0.015572638886119237,0.0,274412.4084423692,266325.7358008884,282499.08108385,,,,,,,4340.925,8681.85,0.0,3610689.584768016,3504285.9973801104,3717093.1721559213,1072.0625871526836,1056.1481321204494,1087.7442275477708
260,Galzignano Terme,San Bartolomeo,11.758889,45.307222,spring,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,1.6901960800285136,POINT (11.758889 45.307222),0.08047669739646204,7.0,38.112281799316406,9.887718200683594,13.166666726271309,2.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010608,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390017,248.3455352783203,13.241203695727046,12.26250008059045,13.524999879921474,17.040701522170743,0.0,464.0,464.0,13.166666726271309,12.26250008059045,12.71458340343088,464.0,2.0,233.0,,,,,,,125.17276763916016,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,Monselice,La Cava,11.748889,45.256944,spring,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,1.507855871695831,POINT (11.748889 45.256944),0.07778661233970685,1.0,151.03392028808594,1.9660797119140625,13.03750009958943,131.0,,,,171900000.0,0.0999584532245277,0.07444911900344629,0.13177547180496696,6.277167052010608,-0.0,151.03392028808594,8.324923380121161,-1.2428001165390017,248.3455352783203,13.241203695727046,12.26250008059045,13.524999879921474,17.040701522170743,0.0,464.0,464.0,13.03750009958943,12.26250008059045,12.65000009008994,464.0,131.0,297.5,,,,,,,189.67276763916016,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Mossano,Ponte Mossano,11.586389,45.408889,spring,,,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.8,,,1.4116197059632305,POINT (11.586389 45.408889),0.06842460741882511,1.0,-0.0,17.0,13.183333410881461,18.0,,,,145500000.0,0.08957079360754218,0.07586543624908705,0.1032761509659973,24.894027588563038,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824315,11.608333413799606,13.554166624322535,98.43776824034336,10.0,422.0,412.0,13.183333410881461,11.608333413799606,12.395833412340533,422.0,18.0,220.0,,,,,,,189.40892028808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Villaga,Bagno di Villaga,11.556944,45.396667,spring,,,,,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,1.4593924877592308,POINT (11.556944 45.396667),0.07586543624908705,1.0,-0.0,15.0,13.299999918167789,15.0,,,,145500000.0,0.08957079360754218,0.07586543624908705,0.1032761509659973,24.894027588563038,-0.0,193.0738983154297,73.40982073545456,9.504495620727539,360.8178405761719,13.014027773824315,11.608333413799606,13.554166624322535,98.43776824034336,10.0,422.0,412.0,13.299999918167789,11.608333413799606,12.454166665983697,422.0,15.0,218.5,,,,,,,187.90892028808594,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,St. Jean,,7.827468,45.773644,spring,,,,,42.0,,,,,,,6.7,,240.0,,,83.0,8.0,1.8,1.6,,122.0,,11.0,5.0,,,,,7.0,,,,-12.75,-93.3,,,,,,,42.0,,,1.6232492903979006,POINT (7.827468 45.773644),0.4990169352207326,8.0,-0.0,1394.0,5.812500064571697,1388.0,,,,139900000.0,0.4422916438590507,0.3855663524973689,0.4990169352207326,86.4322328056024,-0.0,500.4284973144531,2318.698569253527,1117.059814453125,4180.06787109375,0.11276371308121674,-10.63749991108974,6.441666642824808,2398.08370221328,1150.0,4291.0,3141.0,5.812500064571697,0.0,0.0,4291.0,1388.0,2839.5,23.416928160372684,10.076541898220142,37.15181895917527,677.093388300038,164.00160898647866,1205.3584190232145,2784.033935546875,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Acquarossa - Tessin,Albergo,8.94303,46.45469,spring,,0.002,,,24.9,,,,,,0.2275,6.7,24.9,2663.0,,,18.5,549.0,85.5,18.3,,7.0,1.84,1300.0,621.0,,,,,,,,,-10.98,-72.6,26.0,,,,,,24.9,0.002,-2.6989700043360187,1.3961993470957363,POINT (8.94303 46.45469),0.7857531179512979,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,80324.46649980964,4.904847849729834,,109400000.0,0.7866044234240062,0.7857531179512979,0.7874557288967143,61.88367622065289,-0.0,566.7364501953125,1429.8636335147323,391.0638427734375,2898.263671875,4.7685810757868055,-3.916666713853677,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0,8.629166727264723,0.0,2.356250006705523,3167.0,618.0,1892.5,,,,,,,1758.1318359375,27641.99337890625,22369.386621093752,2636.30337890625,22369.386621093752,-22369.386621093752,22369.386621093752,0.3675510938144176,0.13263903672735677,0.0,163518.6736939244,86055.090326576,208228.74,,,,,,,25005.690000000002,50011.380000000005,0.0,2151561.4959726892,1132303.8200865262,2739851.842105263,827.5646771706083,600.3528130168239,933.8746853946601
285,Acquarossa - Tessin,SatroC,8.94303,46.45469,spring,,0.001,,,24.5,,,,,,0.2415,6.5,23.8,2643.0,,,18.2,564.0,87.7,17.1,,6.0,,1250.0,641.0,,,,,,,,,-10.85,-73.9,35.0,,,,,,24.5,0.001,-3.0,1.3891660843645324,POINT (8.94303 46.45469),0.7857531179512979,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,40162.23324990482,4.603817854065853,,109400000.0,0.7866044234240062,0.7857531179512979,0.7874557288967143,61.88367622065289,-0.0,566.7364501953125,1429.8636335147323,391.0638427734375,2898.263671875,4.7685810757868055,-3.916666713853677,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0,8.629166727264723,0.0,2.356250006705523,3167.0,618.0,1892.5,,,,,,,1758.1318359375,13820.996689453124,11184.693310546876,1318.151689453125,11184.693310546876,-11184.693310546876,11184.693310546876,0.3768146551535903,0.13503500013495523,0.0,80086.8168469622,41355.02516328801,102441.85,,,,,,,12502.845000000001,25005.690000000002,0.0,1053773.9058810817,544145.0679380002,1347919.0789473685,579.1602990921043,416.1811560400301,655.0236397296642
286,Acquarossa - Tessin,SatroD,8.94303,46.45469,spring,,0.0005,,,24.2,,,,,,0.2424,6.5,24.2,2890.0,,,18.5,654.0,88.2,17.8,,3.5,,1400.0,647.0,,,,,,,,,-10.45,-71.0,64.0,,,,,,24.2,0.0005,-3.3010299956639813,1.383815365980431,POINT (8.94303 46.45469),0.7857531179512979,1.0,99.05388641357422,587.9461059570312,8.629166727264723,618.0,20081.11662495241,4.302787858401872,,109400000.0,0.7866044234240062,0.7857531179512979,0.7874557288967143,61.88367622065289,-0.0,566.7364501953125,1429.8636335147323,391.0638427734375,2898.263671875,4.7685810757868055,-3.916666713853677,10.02083340442429,1484.3098519652883,372.0,3167.0,2795.0,8.629166727264723,0.0,2.356250006705523,3167.0,618.0,1892.5,,,,,,,1758.1318359375,6910.498344726562,5592.346655273438,659.0758447265625,5592.346655273438,-5592.346655273438,5592.346655273438,0.38407466459342027,0.13688955807729217,0.0,39416.2134234811,20050.317581644005,50593.73,,,,,,,6251.422500000001,12502.845000000001,0.0,518634.38715106715,263819.9681795264,665706.9736842106,406.3083222690082,289.78699771424584,460.32717823867057
287,Andeer - Graubuenden,Andeer,9.44491,46.6129,spring,,0.0033,,,18.0,,,,,,0.203,7.0,18.0,2245.0,,,12.0,545.0,55.0,2.7,,4.5,0.21,1430.0,162.0,,,,,,,,,,,,,,,,,18.0,0.0033,-2.4814860601221125,1.2552725051033058,POINT (9.44491 46.6129),0.8603860931167464,6.0,6.4952898025512695,1293.5047607421875,6.012500002980232,1248.0,121038.77646691479,5.082924524926291,,147700000.0,0.8557014743011101,0.8510168554854738,0.8603860931167464,60.9357749021005,-0.0,468.2883605957031,1713.659369464828,675.7630004882812,2755.216552734375,3.073289295247072,-3.5208332569648824,8.745833436648049,1773.6810993975907,658.0,2961.0,2303.0,6.012500002980232,0.0,1.245833373007675,2961.0,1248.0,2104.5,,,,,,,2001.6082763671875,31058.38826916504,24396.56073083496,3330.913769165039,24396.56073083496,-24396.56073083496,24396.56073083496,0.3352636137092099,0.11993949498702902,0.0,203451.37532756192,109952.05233387789,248369.22,,,,,,,27727.4745,55454.949,0.0,2676991.780625815,1446737.5307089195,3268016.052631579,923.0996419704356,678.6095038663801,1019.9224567387262
298,Bad-Ragaz - Sankt Gallen,Pfaefer,9.48696,46.9693,spring,,0.0397,,,36.5,,,,,,0.0432,7.34,36.5,416.0,,,30.0,60.8,15.0,2.7,,38.0,1.2,27.0,223.0,,,,0.31,,,,,-13.37,-96.3,37.0,,,,,,36.5,0.0397,-1.401209493236885,1.5622928644564746,POINT (9.48696 46.9693),0.6830150114893586,5.0,56.25359344482422,806.7463989257812,7.662499870794514,865.0,1834274.062685838,6.263464225019884,,150600000.0,0.6830150114893586,0.6830150114893586,0.6830150114893586,92.41637103066186,-0.0,594.6090698242188,1722.0603505413794,507.065673828125,2838.81396484375,2.7631786612245826,-3.7333333293596898,9.466666666790845,1813.189110707804,510.0,3144.0,2634.0,7.662499870794514,0.0,1.9645832707174122,3144.0,865.0,2004.5,,,,,,,1851.906982421875,503214.6703469238,384357.83265307616,59428.41884692383,384357.83265307616,-384357.83265307616,384357.83265307616,0.18541479898527902,0.0774118252518574,0.0,5289010.385914926,3899383.5968228015,6058912.765,,,,,,,443786.2515,887572.503,0.0,69592241.91993324,51307678.905563176,79722536.38157895,4706.580351466315,4041.2549329118415,5037.506474626461
