location,well_or_spring_name,utm_e,utm_n,depth_bgl_in_m,rock_type,stratigraphic_period,temperature_in_c,electrical_conductivity_25c_in_uS/cm,pH,redox_potential_in_mV,total_dissolved_solids_in_mmol/L,O2_in_mmol/L,Na_in_mmol/L,Mg_in_mmol/L,Ca_in_mmol/L,Cl_in_mmol/L,SO4_in_mmol/L,HCO3_in_mmol/L,Li_in_mmol/L,K_in_mmol/L,Sr_in_umol/L,NH4_in_umol/L,Fe_in_mmol/L,Mn_in_mmol/L,F_in_umol/L,NO3_in_mmol/L,H2SiO3_in_umol/L,HS_in_mmol/L
Toscana,MONTEVERDI 005 APP,43.19583333,10.74666667,3565,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 005 A,43.19583333,10.74666667,3478,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 005 A,43.19583333,10.74666667,3488,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 005,43.19583333,10.74666667,3054,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 003,43.20861111,10.75527778,3604,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 002 B,43.195,10.76388889,3144,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 002 A,43.195,10.76388889,3430,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 002,43.19305556,10.76361111,2354,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 002,43.19527778,10.76388889,2393,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTEVERDI 001,43.2175,10.75777778,2289,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,MONTERUFOLI 001,43.22888889,10.78444444,1196,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,LUSTIGNANO 002,43.19305556,10.78138889,1336,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,LR C,43.17722222,10.77611111,1003,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,COLLA 002,43.165,10.77722222,4044,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CASALE 001,43.1775,10.77444444,200,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CANNETO 004 B,43.18555556,10.76666667,3098,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CANNETO 004 A,43.18555556,10.76666667,3523,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CANNETO 004,43.18555556,10.76666667,2890,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CANNETO 003,43.17194444,10.77388889,860,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,CANNETO 001,43.18305556,10.76333333,907,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BADIA 001 B,43.17666667,10.76444444,3857,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BADIA 001 A,43.17666667,10.76444444,3012,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BADIA 001,43.17666667,10.76444444,3273,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,POGGIO MARCONI 001,42.80777778,11.59388889,886,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 025 B,42.83805556,11.54777778,3411,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 025 A,42.8275,11.55277778,3757,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 025,42.83805556,11.54777778,4435,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 022 A,42.83444444,11.57472222,2552,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 022,42.83,11.57166667,2311,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 021,42.84305556,11.56611111,3585,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 020 BIS,42.84166667,11.56638889,2864,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 020,42.84194444,11.56666667,3205,,,,,,,,,,,,,,,,,,,,,,,,
Umbria,BAGNORE 019,42.83944444,11.90222222,429,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 018,42.85222222,11.56472222,626,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 017,42.85027778,11.57277778,636,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 016,42.84305556,11.56861111,605,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 015,42.85305556,11.5575,1105,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 014,42.84666667,11.5525,694,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 013 BIS,42.84861111,11.57833333,3272,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 013,42.84833333,11.57805556,686,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 012,42.86388889,11.54444444,846,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 010,42.86194444,11.57916667,1144,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 009,42.835,11.56611111,586,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 008,42.83861111,11.54138889,1475,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 007,42.85305556,11.55111111,689,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 006,42.83611111,11.55333333,1025,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 005,42.85388889,11.57083333,470,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 003 BIS A,42.85722222,11.56055556,3450,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 003 BIS,42.85722222,11.56055556,3217,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 003,42.85694444,11.56,873,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 002 BIS,42.84277778,11.55972222,347,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 002,42.84305556,11.55972222,346,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,BAGNORE 001,42.84833333,11.56555556,551,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,ANTEIE 002,42.8275,11.57333333,877,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,ANTEIE 002,42.8275,11.57333333,800,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,VAL PAVONE 002,43.23527778,10.93472222,1034,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,TEGONI 001,43.22527778,10.97888889,2041,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,SESTA 005 DEV,43.23,10.94722222,847,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,SESTA 005,43.23,10.94722222,700,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,SESTA 004,43.22527778,10.94638889,1056,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,SESTA 002,43.22333333,10.93916667,1245,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,SESTA 001,43.2275,10.95083333,553,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,PALAZZACCIO 001,43.20388889,10.95111111,1158,,,,,,,,,,,,,,,,,,,,,,,,
Toscana,ANQUA,43.20861111,10.98888889,2637,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-66 / 95166,64.00725,-21.36002,2300,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-65 / 95165,64.04132,-21.3612,2000,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-64 / 95064,64.05297,-21.33363,1939,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-63 / 95163,64.04092,-21.33783,2591,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-62 / 95162,64.0331,-21.3762,2260,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-61 / 95161,64.0092,-21.34293,1857,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-60 / 95160,64.0073,-21.3593,1884,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-59 / 95159,64.03244,-21.36924,107.6,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-58 / 95158,64.03313,-21.37673,,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-56 / 95156,64.03861,-31.35414,1467,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-55 / 95155,64.00985,-21.38738,2783,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-54 / 95154,64.00897,-21.3436,2436,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-53 / 95153,64.00774,-21.35958,2507,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-51 / 95151,64.0401,-21.33316,2620,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-50 / 95150,64.03851,-21.35421,2000,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-49 / 95149,64.04916,-21.3414,1447,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-40 / 95140,64.04401,-21.37666,2820,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-39 / 95139,64.05871,-21.33789,3055.5,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-38 / 95138,64.05312,-21.34537,2726,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-37 / 95137,64.05864,-21.33774,3111.5,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-36 / 95136,64.00767,-21.35978,2808,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-35 / 95135,64.02677,-21.36852,2450,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-34 / 95034,64.05297,-21.33375,1394,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-32 / 95132,64.0402,-21.33319,2465.6,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-28 / 95128,64.04924,-21.34138,1473,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-26 / 95126,64.01606,-21.33179,2688,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-14 / 95144,64.03872,-21.35185,2008,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,HE-10 / 95110,64.02682,-21.36839,2209,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-32 / 95032,64.10236,-21.25029,2398,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-31 / 95031,64.10745,-21.26201,2350,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-30 / 95030,64.09857,-21.2617,2049,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-29 / 95029,64.09817,-21.26122,2267,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-28 / 95028,64.09883,-21.27047,1293,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-27 / 95027,64.09057,-21.27273,2503,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-26 / 95026,64.09959,-21.28861,2506,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-25B / 95075,64.10616,-21.26247,2098,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-25 / 95025,64.10616,-21.26247,836.5,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-17 / 95017,64.09969,-21.28865,2100,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-15 / 95015,64.09675,-21.25775,1748,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NJ-12 / 95012,64.10386,-21.28083,1856,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NV-04 / 95004,64.10295,-21.2678,431,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NV-03 / 95003,64.10536,-21.26168,836,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NV-02 / 95002,64.10088,-21.26628,393,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,NV-01 / 95001,64.102351,-21.26683,129.1,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-26 / 16926,63.87436,-22.42768,2537,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-25 / 16925,63.87542,-22.43522,2004,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-24 / 16924,63.86477,-22.47795,1086,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-23 / 16923,63.88121,-22.4272,698,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-22 / 16922,63.87973,-22.42666,862,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-21 / 16921,63.87843,-22.44144,1475,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-20 / 16920,63.88104,-22.42311,430.5,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-17 / 16917,63.86503,-22.47763,1260,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-16 / 16916,63.88218,-22.42325,440,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-15 / 16915,63.88135,-22.4229,140.6,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-13 / 16913,63.88024,-22.43081,60,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-12 / 16912,63.88141,-22.42796,1488,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-10 / 16910,63.8816,-22.42338,425,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,SV-01 / 16901,63.87704,-22.42451,261.9,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-37 / 19437,63.82392,-22.68621,,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-36 / 19436,63.82606,-22.70219,2374,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-35 / 19435,63.8238,-22.69195,2791,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-34 / 19434,63.83951,-22.66087,,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-33 / 19433,63.8394,-22.6609,2400,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-31 / 19431,63.82633,-22.6896,1222,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-30 / 18930,63.81822,-22.69547,2869,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-26 / 18926,63.82396,-22.69184,2200,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-25 / 18925,63.82399,-22.69268,2180,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-24 / 18924,63.8249,-22.6793,2114,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-23 / 18923,63.82386,-22.68794,1923.8,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-22 / 18922,63.82377,-22.68664,1822,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-21 / 18921,63.82506,-22.67909,1713,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-20B,63.82306,-22.67153,3009,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-20 / 18920,63.82306,-22.67153,2126,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-19 /18919,63.82388,-22.6763,2247.9,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-18 / 18918,63.82626,-22.6765,1815,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-17B,63.81823,-22.69566,3077,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-17 / 18917,63.81823,-22.69566,3082.4,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-16 / 18916,63.82596,-22.70184,2627.4,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,IDDP-02 / RN-15,63.82751,-22.67799,4659,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-14B,63.82548,-22.68437,2203,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-14 / 18914,63.82548,-22.68437,2306,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-13B,63.82674,-22.68963,2530,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-13 / 18913,63.82674,-22.68963,2457,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-11 / 18911,63.82399,-22.68729,2248,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-10 / 18910,63.82421,-22.6931,2054,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-09 / 18909,63.82501,-22.67951,1445,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-08 / 18908,63.82636,-22.67676,1754,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-07 / 18907,63.8349,-22.66605,69.8,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-06 / 18906,63.81343,-22.70527,572,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-05 /18905,63.81873,-22.67607,127.3,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-04 / 18904,63.81828,-22.68965,1036,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-03B / 18899,63.81922,-22.68237,18.1,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-03 / 18903,63.81922,-22.68237,1166,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-02 / 18902,63.82077,-22.69018,301.4,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,RN-01 / 18901,63.81841,-22.68752,162,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,ÞG-10 / B-60410,65.8751474811,-16.9611652806,193,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,ÞG-08 / B-60408,65.8790720974,-17.0051643219,2503,,,,,,,,,,,,,,,,,,,,,,,,
Ísland,K-03A / B-58103,65.7079,-16.7621,985,,,,,,,,,,,,,,,,,,,,,,,,
,48/2-1,53.58,1.14,,,,,,,,,,,,,,,,,,,,,,,,,
,42/3-2,54.35,0.3,,,,,,,,,,,,,,,,,,,,,,,,,
,49/14-1S1,53.36,2.39,,,,,,,,,,,,,,,,,,,,,,,,,
,43/19-1,54.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
,49/4-1,53.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
,49/5-4,53.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,
,44/12-1,54.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,
,43/21-3,54.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,48/14-2,53.6,1.8,,,,,,,,,,,,,,,,,,,,,,,,,
,49/10-1,53.75,2.9,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-1,58.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-1,58.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-1,58.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-1,58.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-1,58.76,1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-5,58.82,1.49,,,,,,,,,,,,,,,,,,,,,,,,,
,48/30-1,58.76,1.51,,,,,,,,,,,,,,,,,,,,,,,,,
,48/30-1,58.76,1.51,,,,,,,,,,,,,,,,,,,,,,,,,
,48/30-13,58.84,1.5,,,,,,,,,,,,,,,,,,,,,,,,,
,48/30-11,58.85,1.53,,,,,,,,,,,,,,,,,,,,,,,,,
,48/29-9,58.89,1.41,,,,,,,,,,,,,,,,,,,,,,,,,
,48/30-16,58.3,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
,47/14b-10,53.3,0.46,,,,,,,,,,,,,,,,,,,,,,,,,
,44/28-1,54.0,2.51,,,,,,,,,,,,,,,,,,,,,,,,,
,44/26-2,54.07,2.02,,,,,,,,,,,,,,,,,,,,,,,,,
,49/1-3,53.95,2.12,,,,,,,,,,,,,,,,,,,,,,,,,
,43/22-1,54.15,1.15,,,,,,,,,,,,,,,,,,,,,,,,,
,49/25a-01,53.15,2.42,,,,,,,,,,,,,,,,,,,,,,,,,
,49/25a-02,53.12,2.49,,,,,,,,,,,,,,,,,,,,,,,,,
,49/25a-05,53.14,2.51,,,,,,,,,,,,,,,,,,,,,,,,,
,42/28d-12,54.2,0.32,,,,,,,,,,,,,,,,,,,,,,,,,
,49/17-1,53.33,2.12,,,,,,,,,,,,,,,,,,,,,,,,,
East Wales,110/13-2,53.33,-3.36,,,,,,,,,,,,,,,,,,,,,,,,,
Merseyside,110/15-6,53.38,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,
Cumbria,113/27-1,54.45,-3.42,,,,,,,,,,,,,,,,,,,,,,,,,
,22/25a-9Z,57.11,1.55,,,,,,,,,,,,,,,,,,,,,,,,,
,29/5b-4,56.59,1.52,,,,,,,,,,,,,,,,,,,,,,,,,
,15/30-1,58.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,21/1-1,57.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
,13/22-1,58.19,-1.48,,,,,,,,,,,,,,,,,,,,,,,,,
,20/01-6,57.59,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,
,20/01-7,57.55,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,
,14/26a-8,58.25,0.26,,,,,,,,,,,,,,,,,,,,,,,,,
,14/29a-3,58.0,-0.11,,,,,,,,,,,,,,,,,,,,,,,,,
,15/27-1,58.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
,15/27-1,58.04,0.2,,,,,,,,,,,,,,,,,,,,,,,,,
,211/28-1a,61.05,1.25,,,,,,,,,,,,,,,,,,,,,,,,,
,211/27-3,61.07,1.06,,,,,,,,,,,,,,,,,,,,,,,,,
,9/2-1a,59.55,1.26,,,,,,,,,,,,,,,,,,,,,,,,,
,9/2b-6,59.59,1.24,,,,,,,,,,,,,,,,,,,,,,,,,
,9/11-1,59.5,1.12,,,,,,,,,,,,,,,,,,,,,,,,,
