WGS84_latitude,WGS84_longitude,total_dissolved_solids_in_mmol/L_log_gauss,Na_in_mmol/L_log_gauss,Mg_in_mmol/L_log_gauss,Ca_in_mmol/L_log_gauss,Cl_in_mmol/L_log_gauss,SO4_in_mmol/L_log_gauss,HCO3_in_mmol/L_log_gauss,Li_in_mmol/L_log_gauss,K_in_mmol/L_log_gauss,Sr_in_umol/L_log_gauss,Fe_in_mmol/L_log_gauss,F_in_umol/L_log_gauss
33.48119,-99.294174,-0.22781068,-0.1997732,-0.43039975,-0.38038796,-0.18267393,-0.4984528,0.39499545,-0.027903752,0.0032043804,-0.010532073,0.09744732,-0.02700343
34.02985,-94.81006,0.13392268,0.2477438,-0.04432821,-0.11820985,0.14936474,0.08296448,0.3167771,0.06474986,0.16496865,-0.0054245256,0.030388445,-0.3696805
43.012608,-108.41177,-0.9210514,-0.83408076,-1.5666672,-1.7319963,-0.94427973,-0.9335981,1.4773742,-0.006845846,-0.63880575,0.0039034886,-0.10561374,-0.026782919
40.670918,-105.95807,-1.0025291,-0.9858415,-0.8157365,-0.87640834,-0.8892365,-0.42491195,0.4346306,-0.016410073,-0.113374405,-0.018461538,0.14056507,-0.02570591
35.502995,-99.53761,0.15169124,0.1792547,0.1717671,0.08653043,0.11859066,0.42133677,0.5521123,-0.000892209,0.0420185,-0.015110348,-0.019293189,-0.027102899
40.219517,-107.474655,-0.97118837,-0.94252306,-0.97356063,-1.1444325,-0.8633535,-0.25888973,0.69294864,-0.5309003,-0.47409484,-1.0402772,-0.99703944,-0.007647267
36.525303,-101.61627,-0.4642063,-0.43264863,-0.72187895,-0.77655816,-0.41546118,-0.98480135,0.8698196,-0.026778165,-0.09002223,-0.041144434,0.025678456,-0.02854653
43.492016,-106.95877,-0.7927454,-0.78595436,-0.4244878,-0.31149003,-0.9477493,1.5085957,-0.054605577,-0.0151704885,0.052621007,-0.007631806,-0.027986467,-0.029487638
31.924757,-97.07825,-0.12685743,-0.084136784,-0.31406507,-0.24160576,-0.08488958,-0.7633596,0.101507865,-0.010858814,0.0076289824,-0.00858758,0.00599038,-0.02231017
44.133,-111.24373,-1.3748941,-1.4159275,-0.3532477,-0.47005764,-1.5071042,0.92930347,-0.3593642,-0.021256737,-0.8291836,-0.057541464,-0.15673767,-0.060335603
34.697662,-98.6688,0.19942191,0.23471592,0.2788353,0.22774504,0.20744006,0.2699884,0.094657205,-0.020980768,-0.005441751,-0.010234054,0.0039295997,-0.022476172
34.16883,-100.148575,-0.26936316,-0.2166913,-0.44131142,-0.40520734,-0.2638227,-0.44670072,0.58431894,0.012681745,0.028503098,-0.00017207957,-0.03477601,-0.017610691
36.228832,-97.12588,0.86568296,0.880331,1.0731121,1.0193863,0.8935484,-0.044747937,-1.0302113,-0.015911166,-0.0016543146,-0.003501039,-0.010931108,-0.01932876
40.558018,-106.96188,-1.4366661,-1.3778654,-0.9157461,-0.94087785,-1.2421126,-0.31469685,-0.09969967,-0.011694483,-0.15746395,-0.014158395,-0.047360368,-0.026545433
41.896667,-109.13805,-1.5594442,-1.5061544,-1.0880828,-1.2840555,-1.4372787,-0.35514838,0.35052097,-0.13647203,-1.0535675,-0.00954794,-0.16207269,-0.11753293
37.242397,-101.24851,-0.1178915,-0.11356237,0.019995516,-0.0053803883,-0.10535711,0.67325073,0.0997461,0.014670571,0.035023566,-0.002796657,0.023588188,-0.024669439
40.870132,-106.23333,-0.84578544,-0.8441745,-0.74707997,-0.94143873,-0.7986064,-0.09277754,0.8026991,-0.37759635,-0.3757279,-0.14961313,0.007175242,-0.01708178
36.68521,-97.08976,0.8479952,0.85125107,1.0327585,1.0160414,0.9000276,0.044461835,-0.9785998,-0.004855922,0.059657916,0.015702395,0.5314785,-0.018776257
39.725506,-108.718414,-0.91516805,-0.8432511,-0.78680515,-0.89727396,-0.7377441,-1.0541298,0.6105506,0.038000237,-0.05226155,-0.017973924,-1.5522752,-0.16888463
33.01589,-97.13804,0.092388555,0.16016391,0.015322333,0.03561102,0.12782034,-0.39109078,-0.0731056,0.0007549798,0.018776733,0.021748805,0.009597126,-0.020291144
36.51294,-96.341286,1.0566664,1.0285754,1.3563308,1.3249668,1.1051475,-0.20519313,-1.3839116,-0.028604988,0.0225933,-0.009256856,0.082063325,-0.019638268
37.9658,-103.54873,-0.3117457,-0.28705266,-0.5594603,-0.6716048,-0.39253777,-0.09069069,1.3971726,-0.01750901,-0.03347056,-0.019532284,0.017764654,-0.01921127
33.415085,-97.71401,0.22546746,0.2830942,0.25932682,0.2158218,0.22561917,0.025689678,0.1562998,-0.017803017,0.010339574,-0.009962716,-0.062035587,-0.022033531
34.93362,-96.28253,0.71492153,0.75769776,0.86894584,0.851881,0.743716,-0.18708307,-0.83642113,-0.017781522,0.0035513092,-0.0044635283,0.08086614,-0.020175165
43.071194,-108.2929,-1.3526324,-1.3894211,-0.97552973,-1.0781997,-1.5100955,0.5944579,0.62140703,0.0042364695,-0.97314346,-0.00054612535,-0.026721733,-0.017423468
41.643787,-105.38432,-0.40929025,-0.40644786,-0.24761842,-0.288397,-0.5143038,1.1919978,0.4647878,-0.0097458875,-0.0017464457,-0.006939506,-0.016098272,-0.029534912
38.709763,-102.89809,-0.31920177,-0.32842043,-0.116393864,-0.16856891,-0.3504498,0.8785908,0.2949678,-0.006552988,0.015414515,-0.013602764,-0.102760874,-0.024894308
39.057564,-98.9846,0.77570266,0.86756754,0.6945433,0.69964504,0.78153926,0.55491024,-0.6212279,-0.0116241425,0.11877312,-0.019703822,0.6553263,-0.01910491
41.196426,-109.9513,-1.7719461,-1.6977005,-1.326636,-1.4789896,-1.5933324,-0.6633712,0.15692759,-0.13124812,-1.076656,0.032520764,-0.18892893,-0.1421453
43.931202,-105.88894,-0.2937461,-0.25761947,-0.21132578,-0.27457795,-0.47980008,2.0171783,0.4068672,-0.006315687,0.04687396,0.0008118704,0.0052171997,-0.026468664
38.03703,-103.53171,-0.66071314,-0.61122537,-0.68453246,-0.7053277,-0.59759206,-0.32033476,0.4385043,0.0048462213,-0.04597301,-0.020433277,-0.083393976,-0.026406094
33.588512,-96.44463,0.31300727,0.38260457,0.34397635,0.33947828,0.32589972,-0.33380967,-0.6179255,-0.012942359,0.008175789,0.0047616134,0.017602801,-0.024520788
33.523106,-94.69026,0.9291245,0.96720386,1.0377944,1.0606108,0.9649452,-0.46922636,-0.75569177,-0.03353438,-0.03845827,-0.013328162,0.21559693,-0.01945509
41.63806,-107.14842,-0.8932728,-0.8207999,-0.9697084,-1.0856854,-0.8397967,-0.4572826,0.9471409,0.013825651,-0.099368885,0.00090809393,-0.008348806,-0.021016037
37.38063,-97.867615,0.87598056,0.92437977,1.0354311,0.9395759,0.90062624,0.18487917,-0.8598425,-0.011935864,0.026185226,-0.009328942,-0.017259864,-0.020020248
32.970615,-95.2197,0.6795403,0.7174017,0.7194213,0.78959656,0.72271013,-0.7306135,-0.73500323,-0.019552605,0.011241975,-0.0018559224,0.121424794,-0.020759404
32.843704,-96.334946,0.35276657,0.41930312,0.31081516,0.3628377,0.36516795,-0.61437184,-0.4807842,-0.011389777,0.018904787,-0.0051111924,-0.04473797,-0.021075413
34.223843,-96.167435,0.67159194,0.7121607,0.7967413,0.7844376,0.6803265,-0.1696915,-0.69220203,-0.020522768,-0.01955924,-0.0065732673,0.033925395,-0.021601703
34.080944,-96.202896,0.57204294,0.6329373,0.69510037,0.66850394,0.57046306,-0.23705117,-0.66542655,0.0017304731,0.02924567,0.035022363,-0.009285645,-0.018568885
35.713467,-95.71367,1.1383386,1.1139137,1.390805,1.4083645,1.1869832,-0.3608009,-1.3311795,-0.028396472,0.010264688,-0.0034059554,0.1292421,-0.018598575
35.099358,-99.59628,-0.04276123,-0.021331344,-0.0228137,-0.040824424,-0.026269939,0.18366747,0.15947291,-0.012238795,0.008003029,-0.012484533,-0.035106022,-0.023828907
49.075634,-4.0723276,-1.7439554,-1.7659382,-1.1681347,-1.2328255,-1.5827414,-1.2233199,0.18762024,0.016998343,-1.3792195,-1.0295972,-0.36215732,-0.05181543
37.268856,-102.37512,-0.46961373,-0.4488315,-0.49740887,-0.50649226,-0.49247947,0.057303328,0.55971205,-0.022692846,-0.023177424,-0.021174524,-0.07047974,-0.023130206
41.32262,-105.681885,-0.77216613,-0.76161987,-0.6280415,-0.6773426,-0.7823816,0.30677575,0.6208561,-0.0027654825,-0.051522262,-0.0034752807,0.052937977,-0.02361925
32.80696,-96.15406,0.29894912,0.37192777,0.33097038,0.32732847,0.32653025,-0.33749104,-0.21980579,-0.002403288,0.026150048,0.023255179,0.06037441,-0.019926595
35.01224,-100.17585,-0.44538164,-0.4092496,-0.6093225,-0.5965983,-0.35768107,-0.9027517,0.3378087,-0.011257215,-0.058526188,-0.018757561,0.09626374,-0.027212895
36.990643,-100.735,-0.29071712,-0.3175003,-0.16124663,-0.17382511,-0.24722284,0.22522384,0.05944082,-0.025966931,-0.029896084,-0.031921204,0.183139,-0.027680999
42.099586,-101.024376,1.155243,1.3363769,0.5723755,0.69236714,1.0611072,0.7422237,0.04952466,-0.01765067,-0.009586108,-0.014940648,-0.07490004,-0.020747509
40.898754,-106.154465,-0.799077,-0.75583774,-1.2817211,-1.2615731,-0.75414675,-1.1763736,0.9636899,-0.02971927,-0.13789633,-0.03757106,-0.13214435,-0.025439681
34.6811,-95.95614,0.8079639,0.843561,0.98088187,0.9580034,0.83038986,-0.20870297,-0.82247967,-0.019040573,0.0070177126,-0.0044129337,0.055432692,-0.021488214
35.072124,-96.49071,0.6244425,0.63956314,0.65955275,0.74809736,0.67358196,-0.0072593763,-0.6534021,-0.010793418,0.0652391,-0.014310785,1.0668505,-0.020684034
35.522438,-100.579254,-0.04214189,0.005541493,-0.10362569,-0.13615225,-0.018514086,0.23680812,0.5874145,0.00053594017,0.02336488,-0.0027114777,0.09877559,-0.024490813
39.409794,-104.38882,-0.63525146,-0.64093757,-0.29350823,-0.31646615,-0.6338175,0.6446334,0.14143443,-0.0009247634,-0.010819464,-0.016020827,0.046235517,-0.023844842
39.87745,-98.03383,1.179517,1.1966276,1.2209864,1.2637519,1.221617,-0.0005257564,-1.1041163,-0.020465393,0.21970607,-0.009239969,0.0116662085,-0.017872538
32.167732,-95.76098,0.4162142,0.48393992,0.4157295,0.40943643,0.42498696,-0.3382161,-0.0027883733,-0.014695909,0.005714321,0.0019184209,-0.024977356,-0.019961793
34.260925,-96.32436,0.46452007,0.51479596,0.57118213,0.534524,0.46502653,0.050676014,-0.54944575,-0.032236606,-0.026757333,-0.010353034,0.011742968,-0.02320998
37.11566,-97.87507,0.6900763,0.7302052,0.8273809,0.74205405,0.70041776,0.3573849,-0.64763826,-0.018294515,0.046966884,-0.017410642,-0.0072140875,-0.026100239
39.518246,-105.498535,-0.8235486,-0.7215026,-0.9870121,-1.03304,-0.73138607,-0.7661682,0.6567708,0.033060018,-0.08196197,-0.0028149781,0.035478614,-0.02250864
30.04629,-82.36829,1.357282,0.9547893,1.3193412,1.9577295,1.4915926,-1.7410905,-2.0252416,-0.020501599,0.024456687,0.55547684,0.17720431,-0.024304219
34.650517,-98.53224,0.08151597,0.09917139,0.11870935,0.09728407,0.10994133,0.10723899,0.014320198,-0.0164655,-0.0047802883,-0.016910255,0.03606851,-0.024502236
29.610678,-93.68604,0.3008695,0.2655444,-0.14215334,0.18210799,0.32933974,-1.8556744,-0.09454696,-0.030020237,0.012000316,-0.0055412166,1.0564803,-0.005480098
34.40874,-92.55381,1.2284222,1.1414679,1.4571832,1.62511,1.2771883,-0.49382254,-0.8610326,-0.07199174,0.4715699,1.1368228,0.23123425,-0.015215427
37.46491,-100.84035,0.4020086,0.4602595,0.5464358,0.41589257,0.40583807,0.5560346,-0.357057,0.24149267,0.24931432,0.009302236,-0.036467593,-0.021040412
40.78113,-102.173454,0.101688646,0.1651376,0.15195566,0.10295551,0.08289102,1.2179275,-0.029027378,-0.012048339,0.055256195,-0.03516362,-0.042581856,-0.02483811
32.91602,-95.222946,0.64924836,0.7209204,0.70101076,0.6655912,0.6613034,-0.13828884,0.006064239,-0.0294897,-0.011670159,-0.016458428,0.07747064,-0.021676311
45.0012,-92.22399,-0.9149504,-0.9800897,-0.07506264,-0.17447758,-0.9859507,1.0884975,-0.15560935,-0.094389886,-0.109497756,-0.23570448,-1.2538618,-0.076901786
40.093384,-105.36038,-0.68801177,-0.68391645,-1.0500855,-1.1015835,-0.6728092,-1.0645657,1.0725526,-0.023301793,-0.13151194,-0.006901559,0.2810901,-0.025189767
29.783968,-94.80247,-0.051671028,-0.031165726,-0.3590461,-0.21776563,-0.012660834,-1.4062356,0.2458728,-0.028510196,-0.007978448,-0.02259935,0.27273932,-0.020804338
43.114216,-95.47853,1.8958331,0.8032763,2.3063352,2.8069088,2.239979,-0.33045924,-0.33492017,0.13169263,2.1208632,1.2626947,0.9009617,0.16711327
36.22334,-98.6236,0.2985244,0.31622475,0.4971954,0.41707268,0.30457383,0.50979125,-0.3079754,-0.012639913,0.02436629,-0.015593763,-0.056298923,-0.02490997
33.287086,-95.48017,0.37104043,0.44805428,0.3976063,0.44567847,0.3874055,-0.5504266,-0.5692621,0.023978304,0.017060779,0.11650136,0.03759457,-0.019710885
42.843426,-108.16404,-0.9118375,-0.9440144,-0.6696508,-0.74140733,-1.0702914,0.89792806,1.0003315,-0.036866743,-0.048697855,0.022039093,-0.019081872,-0.033096265
35.06118,-99.14894,0.2494863,0.30375516,0.34427792,0.23146373,0.21959482,0.5822139,0.32785687,-0.01608681,0.012280527,-0.010045041,-0.06591147,-0.021305284
41.10224,-109.507996,-1.1800826,-1.0738971,-1.4526192,-1.3167058,-1.0338318,-0.67167425,0.68288016,-0.350706,-0.2363919,-0.011965833,-0.25053146,0.06540049
48.815956,-103.471535,1.6185488,1.8662916,0.35513964,0.8866139,1.5354979,0.4434908,-0.3420205,-0.0153419655,0.74070144,-0.006936237,0.31641537,-0.016918136
46.552643,-100.7338,1.3359369,1.4409822,0.8220144,1.1867322,1.3191551,0.20521657,-0.59610015,-0.003265451,1.2445359,0.0530018,-0.1389848,-0.007518916
33.24699,-96.609436,0.19397727,0.2160314,0.15549605,0.17777185,0.23980197,-0.21075693,-0.27810124,-0.043021727,-0.0074070874,-0.014571912,0.25232622,-0.029864615
40.947296,-105.024765,-0.6890321,-0.69137913,-0.28012013,-0.25452906,-0.74787784,0.9973563,0.01418555,-0.0012686356,0.010532108,-0.020380443,-0.013160125,-0.025255214
45.43496,-98.21747,1.9348562,1.4515048,1.7891192,2.2091713,2.0860868,-0.31598732,-1.1169788,-0.024619542,0.90361357,0.02062968,0.047502905,-0.010122056
41.135887,-109.16794,-1.4841243,-1.4374117,-0.8905973,-0.90945333,-1.2982302,-0.28283834,-0.083087444,0.01968322,-0.25962535,-0.013233657,-0.07759396,-0.02174383
29.965805,-94.53589,0.054929893,0.092403986,-0.07238575,0.028298251,0.11002777,-1.3713914,-0.15657952,-0.029563468,-0.015388523,-0.007834403,0.348214,-0.020529378
41.678974,-105.46503,-0.3607685,-0.35650933,-0.20923488,-0.25388807,-0.4671247,1.306874,0.53295076,0.010018682,0.05949972,-0.0148116,-0.06823032,-0.027446315
42.364952,19.43141,-2.0216484,-2.2237248,-1.1231759,-1.1468716,-2.2289348,-1.2156572,0.13080339,-2.513962,-1.7521687,-0.3514286,-2.041614,-1.2213625
46.18597,19.758482,-0.94590306,-1.086436,-0.26043278,-0.39841715,-0.96793765,0.043362234,0.5443976,-0.02510917,-0.06177982,-0.023911126,0.09721447,-0.044656355
35.825474,-98.02656,0.49066195,0.54885244,0.68889046,0.5862173,0.51333326,0.119845845,-0.50000966,0.23734547,0.27065808,0.118538916,-0.010065421,-0.02058945
42.517643,-109.04023,-1.5016761,-1.5454094,-0.5011119,-0.6478823,-1.5000614,0.5037384,-0.22357167,-0.020574007,-0.5382584,-0.010234294,-0.018300585,-0.011101337
36.282402,-100.425186,-0.1229993,-0.102314755,0.011012462,-0.00095145765,-0.14630339,0.61216944,-0.0021194005,-0.027239447,-0.009020749,0.0070297,-0.11602666,-0.030779092
31.124474,-94.57771,0.3609146,0.38750488,0.25186062,0.38992122,0.40723032,-1.3832338,-0.67779684,-0.024166342,0.01463664,0.0076483684,0.061269194,-0.018050546
32.286114,-95.399254,0.28850794,0.35585338,0.2726386,0.30324546,0.29845706,-0.7096492,-0.54605764,-0.0144790495,0.010268747,0.01628639,0.015957117,-0.021514036
33.265797,-95.98798,0.4770036,0.5239466,0.5721683,0.5668661,0.50613034,-0.19599405,-0.36117524,-0.021798043,0.001083256,-0.009637666,0.09354317,-0.023542847
37.635036,-100.042206,0.4311151,0.5124333,0.5268249,0.37837988,0.38576004,0.9855896,0.18045816,-0.024220202,0.002065872,-0.02071598,-0.027245019,-0.02060286
31.264969,-95.434654,0.28068176,0.34426188,0.24909349,0.31633058,0.30072007,-0.9529036,-0.3423733,0.010936061,0.05068191,0.02986973,0.047609746,-0.017981557
47.640656,17.070875,-0.7814231,-0.90453804,0.003152461,-0.27777806,-1.0094218,0.53215986,0.5431488,-0.06453713,-0.006391783,-0.06025018,-0.18826233,0.14800358
36.16048,-101.55017,-0.5850614,-0.53513217,-0.7294318,-0.69355005,-0.50470126,-0.90197927,0.3829583,0.018457728,-0.071451336,-0.017720096,0.13448882,-0.025331613
39.962082,-106.56465,-1.0198092,-0.9597382,-0.8350912,-0.7875648,-0.91542166,-0.13520472,0.23801653,-0.0038594443,-0.061710525,-0.036277764,-0.19912848,-0.014622396
43.60183,-108.52368,-1.2325649,-1.2352878,-0.3987954,-0.56730866,-1.3612095,0.95339376,0.079357766,-0.074214615,-0.34753966,-0.009003768,-0.08843035,0.0049379054
34.054333,-96.286285,0.5346882,0.59316015,0.644418,0.61751163,0.52789575,-0.11114934,-0.56883675,-0.013521787,0.009202459,0.014600778,-0.037991572,-0.020512486
36.6105,-100.75059,-0.038206335,-0.017346352,0.051102687,0.0013841923,-0.032904696,0.50506914,0.18186587,-0.011337265,-0.003913756,-0.0032205891,0.050056018,-0.023918381
44.59838,-108.131065,-0.96804863,-1.0106606,-0.48507184,-0.41044667,-1.1715753,1.4727829,0.21526876,-0.013567692,-0.01962159,-0.016674094,-0.089210086,-0.029391233
41.08047,-107.20004,-0.98021823,-0.94791996,-0.8286469,-0.86485094,-0.9227064,0.011755004,0.42343926,-0.00473133,-0.05323999,-0.0057065696,-0.5899919,-0.0267359
42.75169,-109.308334,-1.2631992,-1.3072695,-0.58472407,-0.683048,-1.306737,0.5958211,0.34681743,0.005674631,-0.2703022,-0.005164379,-0.088061325,-0.037528962
38.99867,-102.53707,-0.18525103,-0.13940296,-0.036458574,-0.0039668037,-0.212511,1.0774207,-0.16430728,-0.021433068,0.055542566,-0.003406512,-0.03520097,-0.036665738
35.242424,-96.72798,0.83086294,0.864217,1.0294482,0.9356563,0.82473767,0.067049354,-0.6128846,-0.020597585,-0.010574416,-0.017798012,-0.1217592,-0.02077411
40.418026,-102.35088,0.120850004,0.19266166,0.15081654,0.09623812,0.109028235,1.1763766,0.011176262,0.011487875,0.08538947,-0.012296739,-0.028589776,-0.023379555
32.811543,-95.21934,0.7582618,0.80841,0.747576,0.800867,0.7943867,-0.6725084,-0.51449794,-0.026281597,-0.023441989,-0.01196329,0.045815054,-0.019870786
38.39482,-103.845665,-0.57159543,-0.52175957,-0.9472788,-1.0072901,-0.5545846,-0.9948871,1.030091,-0.0059597897,-0.09950088,-0.014497269,0.02427264,-0.02738654
47.04441,-99.323204,2.2110922,1.4453579,1.8404667,2.3303947,2.4060533,-0.16075401,-0.3955779,-0.03762706,0.77210975,-0.03153424,-0.043308046,-0.010618202
39.708847,-100.56753,0.29738954,0.3946837,0.35418153,0.31642738,0.2817662,0.9267613,-0.46441573,-0.019346002,0.019790094,-0.002170596,-0.05513986,-0.029626366
40.820744,-117.61603,-2.2599947,-2.0812137,-1.8397574,-1.4065036,-2.088187,-1.2882538,-0.6423112,-1.70054,-1.2584174,-0.49173304,-2.8407762,-0.85911816
49.78773,-104.00806,1.9604897,2.3307548,0.25180608,0.7165903,1.7974039,0.76080084,0.18048625,-0.0050342726,0.008862614,0.010893115,0.032129724,-0.019973433
40.355846,-106.50752,-0.6412361,-0.6247938,-0.37471902,-0.4765025,-0.7266341,0.71341777,0.38585916,0.35765803,0.13195807,-0.047656618,-0.050437436,-0.021663446
40.284397,-104.86023,-0.6062375,-0.62549865,-0.40505156,-0.44886747,-0.6606028,0.7002544,0.48799568,-0.013237308,-0.024850393,-0.0025757041,0.0036418359,-0.027890857
42.08703,-106.710434,-0.6300776,-0.6225374,-0.22942182,-0.19992995,-0.7572192,1.3652457,0.15739414,0.010962261,0.079385236,-0.020242758,-0.116631575,-0.024827803
41.078323,-105.51472,-0.7617235,-0.8064087,-0.45088732,-0.5071834,-0.8143426,0.65786636,0.4899356,-0.01028554,-0.041026346,-0.0038678034,-0.04677009,-0.029544095
32.88251,-96.38633,0.30840102,0.38208956,0.24296623,0.30376986,0.32344386,-0.65421695,-0.57993245,-0.012504075,0.0161976,-0.0008063257,-0.04129998,-0.021270484
42.045708,-103.37815,0.30636278,0.40497056,0.38188833,0.28196207,0.268393,1.2287936,-0.41839257,0.2266571,0.23652987,-0.03932702,-0.1945683,-0.028080694
40.705914,-100.514626,0.6709303,0.79739666,0.6234343,0.5652492,0.66399395,0.8262707,-0.520328,-0.0014549607,0.10646006,-0.009909971,-0.022528416,-0.023363598
40.605843,-109.82434,-1.5077848,-1.4045309,-1.5530326,-1.5736008,-1.3286327,-1.0446981,0.30628422,-0.44055477,-1.0811331,-0.06887421,-0.15957105,-0.03702315
45.054928,-98.34836,1.7970742,1.3207892,1.4732678,2.2101529,1.9530993,-0.25986862,-0.8963667,-0.04122371,1.4105219,-0.021120083,1.6890523,-0.0057746475
43.524567,-107.47238,-0.7059321,-0.71471167,-0.6736553,-0.8508553,-0.8971894,0.7006855,1.4446031,-0.026436118,-0.24952178,-0.021831403,-0.059629872,-0.030454999
37.10772,-96.564865,1.1647816,1.0361146,1.4101007,1.3910323,1.220687,-0.1488773,-1.3439019,-0.02529369,-0.037852038,0.009736045,0.042018354,-0.019685479
42.868073,-105.98628,-0.60993403,-0.5407825,-1.3131727,-1.3472247,-0.7082958,-0.68536365,1.8332719,0.15997697,-0.49943566,-0.08008477,-0.039838538,-0.01629615
39.582596,-99.65186,0.93312156,1.0339655,0.63515747,0.75127655,0.877756,0.32144523,-0.46117514,-0.017397126,-0.05940895,0.0041898433,-0.046882726,-0.024136364
40.826466,-99.19687,1.3084404,1.3880253,1.0855781,1.1618869,1.2904798,0.17472924,-0.7007144,-0.01758023,0.053363807,-0.024574729,-0.0065812566,-0.020039376
38.372696,-90.68122,1.148826,1.0108519,1.470748,1.7574878,1.2358453,-0.36290672,-1.3066317,-0.018010171,0.6799439,1.0062461,0.6957154,-0.021494552
41.468636,-106.452675,-0.7230756,-0.68653464,-1.1907368,-1.2964394,-0.69290555,-1.430812,1.1511602,-0.016767783,-0.21730633,-0.021943992,0.13560875,-0.026857568
37.288387,-98.099266,0.87109774,0.933417,1.0479286,0.9388188,0.89471847,0.35547566,-0.6608244,-0.0060669933,0.03838494,-0.0036556325,0.047436602,-0.020737296
48.258194,-102.676605,1.6466955,1.6946913,0.7144861,1.3308828,1.556926,0.11088129,-0.52463233,-0.030982858,1.4870087,-0.00097300566,-0.2106523,-0.033381443
34.2042,-96.89241,0.48241627,0.5412043,0.63875365,0.5666123,0.49832517,0.2403163,-0.10683977,-0.025044816,-0.0028910066,-0.013421401,0.08806775,-0.021106442
40.05223,-107.0973,-1.1751841,-1.1072747,-0.83809614,-0.88896567,-1.0461453,-0.17190427,0.22486779,0.0022535028,-0.06859708,-0.004577801,-0.09877712,-0.028495423
35.923023,-101.03423,-0.48021272,-0.45732027,-0.58709615,-0.5641183,-0.453791,-0.34012404,0.38690028,-0.025115496,-0.024508279,-0.029464444,-0.04575557,-0.029079802
39.9906,-105.41561,-0.5465247,-0.49366784,-0.88644767,-1.0062393,-0.6060451,-0.3268803,1.4636633,-0.02115651,-0.061817408,-0.0059285555,-0.0032016397,-0.022219766
42.366447,-109.51393,-0.8827451,-0.8070224,-1.6243963,-1.3256363,-0.82613504,-0.9912174,0.9846867,0.008432196,-0.12352868,-0.024726769,-0.21180864,0.12526569
33.375916,-99.08202,-0.01707122,0.030387236,-0.07784346,-0.048950374,0.02130577,-0.19443555,0.26315248,0.056830544,0.078269854,0.011202766,0.018248,-0.01891232
34.635235,-98.37303,0.103246674,0.12717375,0.16623592,0.13831216,0.11434566,0.19077297,-0.014094564,-0.025162539,-0.006819409,-0.022669211,-0.01794493,-0.02307227
40.42625,-102.15585,-2.0646548,-1.9949102,-1.7945507,-1.561854,-1.850449,-0.9198086,-0.3624367,-0.043381315,-1.4337714,-0.024472306,-0.12317673,0.11358701
40.461323,-118.30588,-2.3677106,-2.3229349,-1.6077759,-1.7094722,-2.380343,-1.369371,-0.24154928,-0.041841667,-2.0753057,-0.0028970668,-1.8636943,-1.4642962
41.647896,-105.69325,-0.45145714,-0.43526074,-0.9129871,-1.0859083,-0.5530682,-0.5023901,1.8025796,-0.033212703,-0.22700913,-0.029331341,0.105325535,-0.023390051
33.743267,-99.333885,-0.35982317,-0.37633473,-0.54049087,-0.38078052,-0.3112006,-0.72886074,0.35353127,-0.017747384,-0.021383937,-0.03498986,0.90705675,-0.014256647
39.67215,-104.2441,-0.33396924,-0.31934553,-0.17127244,-0.2686416,-0.40347767,1.0462674,0.6437492,-0.007671691,0.0060130353,-0.0074193147,-0.039874736,-0.023421155
37.210102,-101.40405,-0.37456176,-0.36972925,-0.47125292,-0.29603046,-0.3725223,-0.0016851198,0.36620045,0.56843656,0.11279793,0.012083487,-0.010065749,-0.022380924
32.887302,-95.9584,0.47640687,0.5531468,0.5388035,0.4838628,0.48117128,-0.012132518,0.022653708,-0.012085297,0.019854233,-0.0014869401,-0.012972593,-0.019981086
35.973824,-97.21699,0.65410966,0.68896055,0.8758994,0.79810774,0.6782063,0.024829572,-0.9365896,-0.004608382,0.031371646,0.007862076,-0.011562433,-0.025035786
41.99643,-106.38147,-0.4897152,-0.4659756,-0.99857825,-1.1267276,-0.5852491,-0.80151445,1.7218049,-0.005905744,-0.14331324,-0.008758094,0.29261062,-0.015952412
35.05318,-97.58312,0.34087119,0.3804948,0.50169677,0.43131346,0.3371217,0.2373321,-0.39392793,-0.014070108,0.018922877,0.005631384,-0.09945903,-0.020730663
37.529675,-97.86486,1.0014087,1.0045323,1.2284763,1.1495451,1.0441707,0.09894188,-1.008143,-0.012286498,0.020398475,-0.008145452,-0.03490281,-0.01875202
34.756725,-96.19074,0.72561824,0.769296,0.8614745,0.8701052,0.7472111,-0.2630134,-0.885725,-0.014208611,0.023594007,0.01024444,0.04556574,-0.019000929
43.40836,-109.08575,-0.7647828,-0.7685295,-0.74314815,-0.8531976,-0.8798474,0.5184563,1.1692132,-0.044517666,-0.11103139,-0.020858202,-0.0801012,0.16968863
32.268578,-94.03509,0.8381188,0.78254074,0.8328212,1.0008404,0.92475295,-1.2198942,-0.90486467,-0.0371366,0.005002511,-0.018963234,0.34799036,-0.014521318
40.86154,-105.13953,-0.7080231,-0.700424,-0.86028165,-1.12709,-0.69419533,-0.46637678,1.0840136,0.009574275,-0.45100576,-0.6239846,-0.14642821,-0.013857635
47.236637,-105.0566,0.56779295,0.716572,0.09675278,0.24111691,0.45801127,1.5397936,-0.13290417,0.01240197,0.17309287,-0.030813655,-0.13770014,-0.03496375
36.28008,-96.5864,0.9429562,0.9297959,1.2222973,1.1501377,0.976301,-0.06654438,-1.0583386,-0.021948865,0.022436496,8.8338944e-05,0.023852725,-0.020295504
